,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,void.0,testAddCountryWithSequenceGenerator.0,throws.0,Exception.0,CountryWithSequence.0,country1.0,=.0,new.0,CountryWithSequence.1,country1.1,setCountryId.0,"""KR"".0",country1.2,setCountryName.0,"""Korea"".0",Integer.0,countryCode.0,=.1,Integer.1,session.0,save.0,country1.3,assertEquals.0,"""fail to generate a new countryCode."".100",0.0,countryCode.1,intValue.0,assertNotNull.0,"""fail to add a new country with sequence generator. "".101",countryCode.2,prewritten,accurate,missing,unnecessary,readable,code
0,136,testAddCountryWithSequenceGenerator,1046788,1208436439641,16950842420,1,1,"(0.2422986626625061, 0.19323529303073883)","(0.24657906591892242, 0.17839591205120087)",1,1,3.045501708984375,3.0537872314453125,Fixation,POINT (0.2444388642907143 0.1858156025409698),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208436447974,16950850753,1,1,"(0.2443220168352127, 0.19006960093975067)","(0.24769586324691772, 0.19115076959133148)",1,1,3.0603485107421875,3.0623321533203125,Fixation,POINT (0.2460089400410652 0.1906101852655411),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208436456308,16950859087,1,1,"(0.2440810352563858, 0.18791480362415314)","(0.24429471790790558, 0.18359491229057312)",1,1,3.060089111328125,3.0485382080078125,Fixation,POINT (0.2441878765821457 0.1857548579573631),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208436464641,16950867420,1,1,"(0.24734702706336975, 0.18829865753650665)","(0.23723535239696503, 0.18559309840202332)",1,1,3.064315795898437,3.0553741455078125,Fixation,POINT (0.2422911897301674 0.186945877969265),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208436472974,16950875753,1,1,"(0.24065139889717102, 0.1987108290195465)","(0.24213503301143646, 0.19185370206832886)",1,1,3.040374755859375,3.0460968017578125,Fixation,POINT (0.2413932159543037 0.1952822655439377),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208436481308,16950884087,1,1,"(0.23998108506202698, 0.1944631040096283)","(0.24642877280712128, 0.179622620344162)",1,1,3.051666259765625,3.051605224609375,Fixation,POINT (0.2432049289345741 0.1870428621768951),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208436489641,16950892420,1,1,"(0.24854116141796112, 0.1896904706954956)","(0.2407686710357666, 0.1913186013698578)",1,1,3.0441436767578125,3.03643798828125,Fixation,POINT (0.2446549162268639 0.1905045360326767),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208436497974,16950900753,1,1,"(0.23612801730632782, 0.2000235915184021)","(0.24794375896453857, 0.18405207991600037)",1,1,3.0361480712890625,3.0361328125,Fixation,POINT (0.2420358881354332 0.1920378357172012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208436506307,16950909086,1,1,"(0.24845543503761292, 0.19151034951210022)","(0.2460210770368576, 0.1852443963289261)",1,1,3.06719970703125,3.030029296875,Fixation,POINT (0.2472382560372353 0.1883773729205132),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208436514641,16950917420,1,1,"(0.23791058361530304, 0.19839487969875336)","(0.2370924949645996, 0.19130045175552368)",1,1,3.0361480712890625,3.033538818359375,Fixation,POINT (0.2375015392899513 0.1948476657271385),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208436522979,16950925758,1,1,"(0.24404920637607574, 0.17712576687335968)","(0.24735912680625916, 0.17803193628787994)",1,1,3.021331787109375,3.0246124267578125,Fixation,POINT (0.2457041665911674 0.1775788515806198),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208436531313,16950934092,1,1,"(0.2458290457725525, 0.19674432277679443)","(0.24786613881587982, 0.1820397675037384)",1,1,3.0362548828125,3.02008056640625,Fixation,POINT (0.2468475922942162 0.1893920451402664),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208436539646,16950942425,1,1,"(0.23778308928012848, 0.1987236738204956)","(0.24206729233264923, 0.19344989955425262)",1,1,3.0211334228515625,3.0180206298828125,Fixation,POINT (0.2399251908063888 0.1960867866873741),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208436547979,16950950758,1,1,"(0.2390097975730896, 0.19689856469631195)","(0.24060744047164917, 0.18885788321495056)",1,1,3.0015411376953125,3.0168914794921875,Fixation,POINT (0.2398086190223694 0.1928782239556313),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208436556312,16950959091,1,1,"(0.24929989874362946, 0.1906827986240387)","(0.2443060725927353, 0.1859055757522583)",1,1,3.009506225585937,3.01202392578125,Fixation,POINT (0.2468029856681824 0.1882941871881485),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208436564646,16950967425,1,1,"(0.24409054219722748, 0.19622455537319183)","(0.24990276992321014, 0.1855928897857666)",1,1,3.005218505859375,3.0047607421875,Fixation,POINT (0.2469966560602188 0.1909087225794792),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208436572979,16950975758,1,1,"(0.237971693277359, 0.18786104023456573)","(0.24935610592365265, 0.18062056601047516)",1,1,2.9890289306640625,2.995941162109375,Fixation,POINT (0.2436638996005058 0.1842408031225204),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208436581312,16950984091,1,1,"(0.24387329816818237, 0.1927192062139511)","(0.24400919675827026, 0.19124187529087067)",1,1,2.975921630859375,2.97943115234375,Fixation,POINT (0.2439412474632263 0.1919805407524109),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208436589646,16950992425,1,1,"(0.24397896230220795, 0.18995273113250732)","(0.24469469487667084, 0.1936408132314682)",1,1,2.985824584960937,2.994140625,Fixation,POINT (0.2443368285894394 0.1917967721819878),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208436597979,16951000758,1,1,"(0.2365751415491104, 0.19647544622421265)","(0.25039857625961304, 0.18053443729877472)",1,1,2.96533203125,2.9640350341796875,Fixation,POINT (0.2434868589043617 0.1885049417614937),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208436606312,16951009091,1,1,"(0.24521729350090027, 0.1948278248310089)","(0.24614770710468292, 0.18869847059249878)",1,1,2.96893310546875,2.969879150390625,Fixation,POINT (0.2456825003027916 0.1917631477117538),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208436614646,16951017425,1,1,"(0.2392052263021469, 0.19163084030151367)","(0.23939140141010284, 0.18728090822696686)",1,1,2.96356201171875,2.967681884765625,Fixation,POINT (0.2392983138561249 0.1894558742642403),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208436622979,16951025758,1,1,"(0.24006280303001404, 0.19550882279872894)","(0.24843335151672363, 0.17938435077667236)",1,1,2.936386108398437,2.962646484375,Fixation,POINT (0.2442480772733688 0.1874465867877006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208436631312,16951034091,1,1,"(0.24315272271633148, 0.19513028860092163)","(0.24592024087905884, 0.18897436559200287)",1,1,2.9464263916015625,2.9526519775390625,Fixation,POINT (0.2445364817976952 0.1920523270964622),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208436639646,16951042425,1,1,"(0.2345995008945465, 0.19976645708084106)","(0.24195216596126556, 0.18745207786560059)",1,1,2.9405975341796875,2.9492950439453125,Fixation,POINT (0.238275833427906 0.1936092674732208),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208436647979,16951050758,1,1,"(0.24468019604682922, 0.18575045466423035)","(0.24595694243907928, 0.1793065369129181)",1,1,2.937408447265625,2.947662353515625,Fixation,POINT (0.2453185692429542 0.1825284957885742),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208436656317,16951059096,1,1,"(0.24341924488544464, 0.20065121352672577)","(0.24985983967781067, 0.18303914368152618)",1,1,2.94781494140625,2.954803466796875,Fixation,POINT (0.2466395422816277 0.191845178604126),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208436664651,16951067430,1,1,"(0.2369484007358551, 0.19527223706245422)","(0.25002893805503845, 0.1875286102294922)",1,1,2.920394897460937,2.944793701171875,Fixation,POINT (0.2434886693954468 0.1914004236459732),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208436672984,16951075763,1,1,"(0.23959249258041382, 0.19426007568836212)","(0.246269091963768, 0.19126683473587036)",1,1,2.92254638671875,2.9400634765625,Fixation,POINT (0.2429307922720909 0.1927634552121162),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208436681317,16951084096,1,1,"(0.24081449210643768, 0.1850130259990692)","(0.2437639832496643, 0.18682295083999634)",1,1,2.91351318359375,2.936508178710937,Fixation,POINT (0.242289237678051 0.1859179884195328),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208436689651,16951092430,1,1,"(0.24311693012714386, 0.18834657967090607)","(0.24317754805088043, 0.19008766114711761)",1,1,2.917221069335937,2.91961669921875,Fixation,POINT (0.2431472390890122 0.1892171204090118),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208436697984,16951100763,1,1,"(0.23811212182044983, 0.19230224192142487)","(0.24746964871883392, 0.19008125364780426)",1,1,2.8936309814453125,2.9232635498046875,Fixation,POINT (0.2427908852696419 0.1911917477846146),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208436706319,16951109097,1,1,"(0.23728588223457336, 0.18469512462615967)","(0.24974209070205688, 0.18048487603664398)",1,1,2.903900146484375,2.9182891845703125,Fixation,POINT (0.2435139864683151 0.1825900003314018),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208436714652,16951117430,1,1,"(0.23524345457553864, 0.1817055642604828)","(0.24975121021270752, 0.19122417271137238)",1,1,2.91961669921875,2.9161376953125,Fixation,POINT (0.2424973323941231 0.1864648684859276),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208436722985,16951125763,1,1,"(0.23497988283634186, 0.18327444791793823)","(0.250152587890625, 0.1867375373840332)",1,1,2.8958740234375,2.89776611328125,Fixation,POINT (0.2425662353634834 0.1850059926509857),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208436731318,16951134096,1,1,"(0.23603400588035583, 0.18496820330619812)","(0.25210878252983093, 0.18927252292633057)",1,1,2.9077911376953125,2.9225311279296875,Fixation,POINT (0.2440713942050934 0.1871203631162643),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208436739652,16951142430,1,1,"(0.23675215244293213, 0.18437907099723816)","(0.25200024247169495, 0.19431722164154053)",1,1,2.897247314453125,2.90570068359375,Fixation,POINT (0.2443761974573135 0.1893481463193893),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208436747985,16951150763,1,1,"(0.23379327356815338, 0.17456133663654327)","(0.2489383965730667, 0.19403491914272308)",1,1,2.8852996826171875,2.8916778564453125,Fixation,POINT (0.24136583507061 0.1842981278896332),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208436756318,16951159096,1,1,"(0.2328660786151886, 0.18230421841144562)","(0.23465217649936676, 0.19423729181289673)",1,1,2.9034576416015625,2.900009155273437,Fixation,POINT (0.2337591275572777 0.1882707551121712),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208436789655,16951192433,1,1,"(0.09266739338636398, 0.2665310502052307)","(0.09760909527540207, 0.2677721679210663)",1,1,2.85528564453125,2.863067626953125,Fixation,POINT (0.095138244330883 0.2671516090631485),,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208436797988,16951200766,1,1,"(0.09131397306919098, 0.24296511709690094)","(0.10311871021986008, 0.2518211901187897)",1,1,2.86932373046875,2.8404541015625,Fixation,POINT (0.0972163416445255 0.2473931536078453),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208436806321,16951209099,1,1,"(0.09756496548652649, 0.2627781629562378)","(0.10412207990884781, 0.25012803077697754)",1,1,2.868255615234375,2.8345184326171875,Fixation,POINT (0.1008435226976872 0.2564530968666077),,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208436814655,16951217433,1,1,"(0.09090076386928558, 0.2661950886249542)","(0.10325971990823746, 0.2642347514629364)",1,1,2.8742218017578125,2.8359375,Fixation,POINT (0.0970802418887615 0.2652149200439453),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208436822988,16951225766,1,1,"(0.09219206869602203, 0.25288426876068115)","(0.09278856962919235, 0.2612384259700775)",1,1,2.860595703125,2.8304443359375,Fixation,POINT (0.0924903191626072 0.2570613473653793),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208436831321,16951234099,1,1,"(0.09553176164627075, 0.26031649112701416)","(0.09775186330080032, 0.2573520839214325)",1,1,2.853607177734375,2.8249969482421875,Fixation,POINT (0.0966418124735355 0.2588342875242233),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208436839655,16951242433,1,1,"(0.09760113805532455, 0.26590779423713684)","(0.10435288399457932, 0.256891131401062)",1,1,2.853973388671875,2.814453125,Fixation,POINT (0.1009770110249519 0.2613994628190994),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208436847988,16951250766,1,1,"(0.09293142706155777, 0.2671828269958496)","(0.10537394881248474, 0.2550400197505951)",1,1,2.843536376953125,2.806915283203125,Fixation,POINT (0.0991526879370213 0.2611114233732224),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208436856321,16951259099,1,1,"(0.08987510949373245, 0.26563364267349243)","(0.1030154600739479, 0.255458801984787)",1,1,2.8324432373046875,2.8112030029296875,Fixation,POINT (0.0964452847838402 0.2605462223291397),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208436864653,16951267431,1,1,"(0.08484306931495667, 0.2558656334877014)","(0.10470613092184067, 0.2502809464931488)",1,1,2.8486785888671875,2.813690185546875,Fixation,POINT (0.0947746001183987 0.2530732899904251),,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208436872986,16951275764,1,1,"(0.08641495555639267, 0.2562476098537445)","(0.10366563498973846, 0.25060150027275085)",1,1,2.82305908203125,2.8026275634765625,Fixation,POINT (0.0950402952730656 0.2534245550632477),,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208436881319,16951284097,1,1,"(0.08552256226539612, 0.2526606619358063)","(0.10267373919487, 0.25646060705184937)",1,1,2.82672119140625,2.8077392578125,Fixation,POINT (0.0940981507301331 0.2545606344938278),,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208436889653,16951292431,1,1,"(0.08895201981067657, 0.2492484599351883)","(0.1006213128566742, 0.2511105537414551)",1,1,2.8154296875,2.801132202148437,Fixation,POINT (0.0947866663336754 0.2501795068383217),,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208436897986,16951300764,1,1,"(0.08831305801868439, 0.2537323534488678)","(0.09807225316762924, 0.25478971004486084)",1,1,2.823150634765625,2.7942047119140625,Fixation,POINT (0.0931926555931568 0.2542610317468643),,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208436906319,16951309097,1,1,"(0.09122832864522934, 0.24580705165863037)","(0.09251929074525833, 0.2600814700126648)",1,1,2.821868896484375,2.8009796142578125,Fixation,POINT (0.0918738096952438 0.2529442608356476),,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208436914660,16951317438,1,1,"(0.09701500833034515, 0.2548946440219879)","(0.09476809948682785, 0.26436474919319153)",1,1,2.8403472900390625,2.8009033203125,Fixation,POINT (0.0958915539085865 0.2596296966075897),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208436922993,16951325771,1,1,"(0.09631891548633575, 0.2531537711620331)","(0.10319546610116959, 0.2615049183368683)",1,1,2.8305206298828125,2.7863006591796875,Fixation,POINT (0.0997571907937527 0.2573293447494507),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208436931326,16951334104,1,1,"(0.08816875517368317, 0.25721102952957153)","(0.09104860574007034, 0.2527368664741516)",1,1,2.8402557373046875,2.7944793701171875,Fixation,POINT (0.0896086804568768 0.2549739480018616),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208436939660,16951342438,1,1,"(0.08952368050813675, 0.2681443393230438)","(0.09601328521966934, 0.25981882214546204)",1,1,2.8359375,2.7760162353515625,Fixation,POINT (0.092768482863903 0.2639815807342529),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208436947993,16951350771,1,1,"(0.09456471353769302, 0.26411962509155273)","(0.09917936474084854, 0.2638769745826721)",1,1,2.837646484375,2.7880401611328125,Fixation,POINT (0.0968720391392708 0.2639982998371124),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208436956326,16951359104,1,1,"(0.09050499647855759, 0.25648218393325806)","(0.09342771023511887, 0.2614791691303253)",1,1,2.83270263671875,2.77789306640625,Fixation,POINT (0.0919663533568382 0.2589806765317917),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208436964660,16951367438,1,1,"(0.09182198345661163, 0.2596661448478699)","(0.10115203261375427, 0.255153089761734)",1,1,2.829071044921875,2.78253173828125,Fixation,POINT (0.096487008035183 0.2574096173048019),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208436972993,16951375771,1,1,"(0.09711803495883942, 0.2540263533592224)","(0.09441260248422623, 0.25209754705429077)",1,1,2.827362060546875,2.7822723388671875,Fixation,POINT (0.0957653187215328 0.2530619502067566),,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208436981326,16951384104,1,1,"(0.08950488269329071, 0.2507917582988739)","(0.1011381670832634, 0.2534078359603882)",1,1,2.8193359375,2.7741241455078125,Fixation,POINT (0.095321524888277 0.252099797129631),,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208436989660,16951392438,1,1,"(0.09130166471004486, 0.25419989228248596)","(0.09431938081979752, 0.24739187955856323)",1,1,2.836944580078125,2.773406982421875,Fixation,POINT (0.0928105227649212 0.2507958859205246),,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208436997993,16951400771,1,1,"(0.09389325976371765, 0.25040754675865173)","(0.10362496227025986, 0.25217974185943604)",1,1,2.8304443359375,2.7698211669921875,Fixation,POINT (0.0987591110169888 0.2512936443090439),,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208437006326,16951409104,1,1,"(0.08765573054552078, 0.2547812759876251)","(0.09654910862445831, 0.2570946514606476)",1,1,2.825927734375,2.769027709960937,Fixation,POINT (0.0921024195849896 0.2559379637241364),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208437014660,16951417438,1,1,"(0.09128548949956894, 0.2568206787109375)","(0.09951376914978027, 0.25995713472366333)",1,1,2.825180053710937,2.778106689453125,Fixation,POINT (0.0953996293246746 0.2583889067173004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208437022993,16951425771,1,1,"(0.08791448920965195, 0.2510582506656647)","(0.0961100235581398, 0.2582881450653076)",1,1,2.801986694335937,2.7678375244140625,Fixation,POINT (0.0920122563838959 0.2546731978654862),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208437031326,16951434104,1,1,"(0.08990027755498886, 0.2557239532470703)","(0.09842754900455475, 0.2557843327522278)",1,1,2.8055419921875,2.776397705078125,Fixation,POINT (0.0941639132797718 0.255754142999649),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208437039660,16951442438,1,1,"(0.09151490777730942, 0.2580868601799011)","(0.10079033672809601, 0.25286567211151123)",1,1,2.8048553466796875,2.77325439453125,Fixation,POINT (0.0961526222527027 0.2554762661457062),,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208437047998,16951450776,1,1,"(0.08496592193841934, 0.25516679883003235)","(0.09419038891792297, 0.25603094696998596)",1,1,2.7906494140625,2.767608642578125,Fixation,POINT (0.0895781554281712 0.2555988729000092),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208437056331,16951459109,1,1,"(0.0858241617679596, 0.2522440254688263)","(0.10147683322429657, 0.2531129717826843)",1,1,2.8023681640625,2.77325439453125,Fixation,POINT (0.0936504974961281 0.2526784986257553),,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208437064664,16951467442,1,1,"(0.09375607967376709, 0.2535308301448822)","(0.09355701506137848, 0.26155343651771545)",1,1,2.797454833984375,2.7754669189453125,Fixation,POINT (0.0936565473675728 0.2575421333312988),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208437072998,16951475776,1,1,"(0.08723923563957214, 0.2537110447883606)","(0.10172136127948761, 0.25638237595558167)",1,1,2.803680419921875,2.774398803710937,Fixation,POINT (0.0944802984595299 0.2550467103719711),,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208437081331,16951484109,1,1,"(0.09073980152606964, 0.2601422071456909)","(0.10109395533800125, 0.2488023340702057)",1,1,2.785491943359375,2.781829833984375,Fixation,POINT (0.0959168784320354 0.2544722706079483),,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208437089664,16951492442,1,1,"(0.09551656991243362, 0.2573050856590271)","(0.09806717932224274, 0.2530197501182556)",1,1,2.80157470703125,2.772430419921875,Fixation,POINT (0.0967918746173382 0.2551624178886414),,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208437097998,16951500776,1,1,"(0.08729083091020584, 0.24876202642917633)","(0.10397351533174515, 0.25477656722068787)",1,1,2.772552490234375,2.77935791015625,Fixation,POINT (0.0956321731209755 0.2517692968249321),,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208437106331,16951509109,1,1,"(0.09216061979532242, 0.2577880620956421)","(0.09285763651132584, 0.2624751031398773)",1,1,2.8064117431640625,2.7769012451171875,Fixation,POINT (0.0925091281533241 0.2601315826177597),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208437114665,16951517443,1,1,"(0.1004796028137207, 0.2471272200345993)","(0.11287600547075272, 0.263677179813385)",1,1,2.78607177734375,2.7796173095703125,Fixation,POINT (0.1066778041422367 0.2554021999239922),,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208437131331,16951534109,1,1,"(0.12787887454032898, 0.2564288079738617)","(0.14554400742053986, 0.2842716872692108)",1,1,2.7964324951171875,2.783065795898437,Fixation,POINT (0.1367114409804344 0.2703502476215362),,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208437139665,16951542443,1,1,"(0.13417236506938934, 0.2704000771045685)","(0.15490135550498962, 0.2798166275024414)",1,1,2.810775756835937,2.7989959716796875,Fixation,POINT (0.1445368602871895 0.2751083523035049),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
