,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,void.0,setCombo_Value.0,String.0,val.0,If.0,val.1,==.0,nan.0,||.0,""""".0",equals.0,val.2,&&.0,Combo_Value.0,==.1,nan.1,||.1,""""".1",equals.1,Combo_Value.1,return;.0,if.0,val.3,==.2,nan.2,||.2,val.4,equals.2,Combo_Value.2,||.3,updateStatus.0,==.3,NULL_INT_VALUE.0,Combo_Value.3,=.0,val.5,updateStatus.1,=.1,UPDATED.0,prewritten,accurate,missing,unnecessary,readable,code
0,136,setCombo_Value,19344536,1210594505512,19108900898,1,1,"(0.15431396663188934, 0.14223557710647583)","(0.1500871479511261, 0.15450608730316162)",1,1,2.631072998046875,2.5647125244140625,Fixation,POINT (0.1522005572915077 0.1483708322048187),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594513845,19108909231,1,1,"(0.15186817944049835, 0.14147306978702545)","(0.15010984241962433, 0.1527411937713623)",1,1,2.635360717773437,2.568466186523437,Fixation,POINT (0.1509890109300613 0.1471071317791939),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594522178,19108917564,1,1,"(0.15058229863643646, 0.14236696064472198)","(0.14880608022212982, 0.15484386682510376)",1,1,2.6430206298828125,2.5719757080078125,Fixation,POINT (0.1496941894292831 0.1486054137349129),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594530511,19108925897,1,1,"(0.1518843173980713, 0.13930121064186096)","(0.14757928252220154, 0.15443480014801025)",1,1,2.641220092773437,2.573944091796875,Fixation,POINT (0.1497317999601364 0.1468680053949356),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594538845,19108934231,1,1,"(0.15346036851406097, 0.1454240083694458)","(0.14950355887413025, 0.15131179988384247)",1,1,2.631744384765625,2.58038330078125,Fixation,POINT (0.1514819636940956 0.1483679041266441),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594547178,19108942564,1,1,"(0.15246564149856567, 0.1443474441766739)","(0.14800050854682922, 0.14653636515140533)",1,1,2.632476806640625,2.5826416015625,Fixation,POINT (0.1502330750226974 0.1454419046640396),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594555512,19108950898,1,1,"(0.15087249875068665, 0.14716434478759766)","(0.14906808733940125, 0.1483514904975891)",1,1,2.6304473876953125,2.581756591796875,Fixation,POINT (0.149970293045044 0.1477579176425934),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594563845,19108959231,1,1,"(0.14962612092494965, 0.1434430032968521)","(0.1499805599451065, 0.14427846670150757)",1,1,2.6339111328125,2.58856201171875,Fixation,POINT (0.1498033404350281 0.1438607349991798),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594572178,19108967564,1,1,"(0.15115131437778473, 0.1422109752893448)","(0.15085937082767487, 0.14427895843982697)",1,1,2.6433563232421875,2.60357666015625,Fixation,POINT (0.1510053426027298 0.1432449668645859),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594580516,19108975902,1,1,"(0.14947134256362915, 0.1413201540708542)","(0.14789964258670807, 0.14137744903564453)",1,1,2.628387451171875,2.6150360107421875,Fixation,POINT (0.1486854925751686 0.1413488015532494),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594588849,19108984235,1,1,"(0.1489391326904297, 0.1375361680984497)","(0.1489177644252777, 0.14355629682540894)",1,1,2.633392333984375,2.6139678955078125,Fixation,POINT (0.1489284485578537 0.1405462324619293),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594597182,19108992568,1,1,"(0.1523904800415039, 0.140281081199646)","(0.1458655595779419, 0.13557597994804382)",1,1,2.650131225585937,2.5986785888671875,Fixation,POINT (0.1491280198097229 0.1379285305738449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594605515,19109000901,1,1,"(0.1483888477087021, 0.13680975139141083)","(0.14938253164291382, 0.14370833337306976)",1,1,2.634674072265625,2.6361083984375,Fixation,POINT (0.148885689675808 0.1402590423822403),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594613849,19109009235,1,1,"(0.15190042555332184, 0.1383887231349945)","(0.14828285574913025, 0.1471748799085617)",1,1,2.6485595703125,2.6262969970703125,Fixation,POINT (0.150091640651226 0.1427818015217781),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594622182,19109017568,1,1,"(0.15189267694950104, 0.1385205090045929)","(0.14739377796649933, 0.14860674738883972)",1,1,2.6539764404296875,2.625701904296875,Fixation,POINT (0.1496432274580002 0.1435636281967163),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594630515,19109025901,1,1,"(0.1510067582130432, 0.1348046362400055)","(0.1486789882183075, 0.1475479155778885)",1,1,2.653472900390625,2.625457763671875,Fixation,POINT (0.1498428732156754 0.141176275908947),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594638849,19109034235,1,1,"(0.15198422968387604, 0.14078935980796814)","(0.14830394089221954, 0.14202257990837097)",1,1,2.65679931640625,2.6357574462890625,Fixation,POINT (0.1501440852880478 0.1414059698581696),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594647182,19109042568,1,1,"(0.15488220751285553, 0.13942252099514008)","(0.14944052696228027, 0.14325612783432007)",1,1,2.65753173828125,2.6497802734375,Fixation,POINT (0.1521613672375679 0.1413393244147301),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594655515,19109050901,1,1,"(0.1556054651737213, 0.14359357953071594)","(0.1495961844921112, 0.14205613732337952)",1,1,2.6588287353515625,2.645126342773437,Fixation,POINT (0.1526008248329163 0.1428248584270477),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594663849,19109059235,1,1,"(0.15037307143211365, 0.1458243578672409)","(0.1458032727241516, 0.14908531308174133)",1,1,2.675155639648437,2.652618408203125,Fixation,POINT (0.1480881720781326 0.1474548354744911),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594672182,19109067568,1,1,"(0.1532900184392929, 0.14584459364414215)","(0.14976532757282257, 0.14546255767345428)",1,1,2.65777587890625,2.6438446044921875,Fixation,POINT (0.1515276730060577 0.1456535756587982),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594680516,19109075901,1,1,"(0.1532774120569229, 0.1425367146730423)","(0.15064047276973724, 0.13935710489749908)",1,1,2.669052124023437,2.6548309326171875,Fixation,POINT (0.1519589424133301 0.1409469097852707),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594688850,19109084235,1,1,"(0.15393684804439545, 0.14015550911426544)","(0.14777812361717224, 0.13608162105083466)",1,1,2.677276611328125,2.6463775634765625,Fixation,POINT (0.1508574858307838 0.13811856508255),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594697183,19109092568,1,1,"(0.1521311104297638, 0.1452791392803192)","(0.14914058148860931, 0.14444981515407562)",1,1,2.6769561767578125,2.644287109375,Fixation,POINT (0.1506358459591866 0.1448644772171974),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594705519,19109100904,1,1,"(0.1528601050376892, 0.1479749083518982)","(0.1496967226266861, 0.14941051602363586)",1,1,2.694915771484375,2.66571044921875,Fixation,POINT (0.1512784138321876 0.148692712187767),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594713853,19109109238,1,1,"(0.1513347178697586, 0.14525172114372253)","(0.1477760672569275, 0.14318372309207916)",1,1,2.67816162109375,2.676132202148437,Fixation,POINT (0.149555392563343 0.1442177221179008),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594722186,19109117571,1,1,"(0.1561145931482315, 0.14361579716205597)","(0.14898712933063507, 0.13958029448986053)",1,1,2.6839599609375,2.6649627685546875,Fixation,POINT (0.1525508612394333 0.1415980458259582),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594730519,19109125904,1,1,"(0.15095189213752747, 0.13792666792869568)","(0.14798058569431305, 0.14536651968955994)",1,1,2.6885986328125,2.665634155273437,Fixation,POINT (0.1494662389159203 0.1416465938091278),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594738853,19109134238,1,1,"(0.14847762882709503, 0.14546571671962738)","(0.14982075989246368, 0.14655229449272156)",1,1,2.6973876953125,2.656982421875,Fixation,POINT (0.1491491943597794 0.1460090056061745),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594747186,19109142571,1,1,"(0.1510831117630005, 0.14140339195728302)","(0.14687414467334747, 0.15011976659297943)",1,1,2.676788330078125,2.664535522460937,Fixation,POINT (0.148978628218174 0.1457615792751312),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594755519,19109150904,1,1,"(0.15246032178401947, 0.14585274457931519)","(0.14844609797000885, 0.14663353562355042)",1,1,2.6875152587890625,2.656768798828125,Fixation,POINT (0.1504532098770142 0.1462431401014328),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594763853,19109159238,1,1,"(0.15149421989917755, 0.141297847032547)","(0.14853736758232117, 0.145072340965271)",1,1,2.662933349609375,2.6653594970703125,Fixation,POINT (0.1500157937407494 0.143185093998909),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594772186,19109167571,1,1,"(0.15715856850147247, 0.14056548476219177)","(0.1486539989709854, 0.14060012996196747)",1,1,2.677642822265625,2.660140991210937,Fixation,POINT (0.1529062837362289 0.1405828073620796),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594780519,19109175904,1,1,"(0.15302129089832306, 0.14298048615455627)","(0.14944539964199066, 0.1441139429807663)",1,1,2.690887451171875,2.662139892578125,Fixation,POINT (0.1512333452701569 0.1435472145676613),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594788852,19109184237,1,1,"(0.15233410894870758, 0.140560582280159)","(0.14803700149059296, 0.14075152575969696)",1,1,2.662826538085937,2.670654296875,Fixation,POINT (0.1501855552196503 0.140656054019928),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594797186,19109192571,1,1,"(0.15092414617538452, 0.1389216184616089)","(0.14921705424785614, 0.1445058435201645)",1,1,2.668319702148437,2.659042358398437,Fixation,POINT (0.1500706002116203 0.1417137309908867),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594805519,19109200904,1,1,"(0.15158799290657043, 0.14172250032424927)","(0.15185736119747162, 0.14137300848960876)",1,1,2.6686248779296875,2.656524658203125,Fixation,POINT (0.151722677052021 0.141547754406929),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594813852,19109209237,1,1,"(0.15163318812847137, 0.14688384532928467)","(0.1501905769109726, 0.14145731925964355)",1,1,2.6675262451171875,2.663116455078125,Fixation,POINT (0.150911882519722 0.1441705822944641),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594822186,19109217571,1,1,"(0.15104348957538605, 0.13931848108768463)","(0.14892487227916718, 0.13686950504779816)",1,1,2.6676788330078125,2.638427734375,Fixation,POINT (0.1499841809272766 0.1380939930677414),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594830520,19109225904,1,1,"(0.15378160774707794, 0.1470380574464798)","(0.14961014688014984, 0.13938745856285095)",1,1,2.6668243408203125,2.6417694091796875,Fixation,POINT (0.1516958773136139 0.1432127580046654),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594855526,19109250910,1,1,"(0.09599055349826813, 0.14206388592720032)","(0.10281728208065033, 0.1386164426803589)",1,1,2.626007080078125,2.6385955810546875,Fixation,POINT (0.0994039177894592 0.1403401643037796),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594863860,19109259244,1,1,"(0.1010679379105568, 0.14620594680309296)","(0.11027480661869049, 0.14400920271873474)",1,1,2.6337127685546875,2.63140869140625,Fixation,POINT (0.1056713722646236 0.1451075747609138),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594872193,19109267577,1,1,"(0.1054990366101265, 0.15327207744121552)","(0.10457877814769745, 0.1388361006975174)",1,1,2.6374664306640625,2.6327056884765625,Fixation,POINT (0.105038907378912 0.1460540890693665),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594880526,19109275910,1,1,"(0.10573579370975494, 0.15561601519584656)","(0.10458831489086151, 0.14227181673049927)",1,1,2.651031494140625,2.62701416015625,Fixation,POINT (0.1051620543003082 0.1489439159631729),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594888859,19109284243,1,1,"(0.1025778129696846, 0.14528493583202362)","(0.10433539748191833, 0.13796678185462952)",1,1,2.612167358398437,2.62664794921875,Fixation,POINT (0.1034566052258015 0.1416258588433266),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594897193,19109292577,1,1,"(0.10322697460651398, 0.14174409210681915)","(0.10234362632036209, 0.14187975227832794)",1,1,2.6271514892578125,2.620468139648437,Fixation,POINT (0.102785300463438 0.1418119221925736),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594905526,19109300910,1,1,"(0.10341228544712067, 0.1425778716802597)","(0.10209273546934128, 0.13962621986865997)",1,1,2.6148223876953125,2.60858154296875,Fixation,POINT (0.102752510458231 0.1411020457744598),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594913860,19109309244,1,1,"(0.10480763018131256, 0.13907428085803986)","(0.10088111460208893, 0.14279986917972565)",1,1,2.6090545654296875,2.61138916015625,Fixation,POINT (0.1028443723917007 0.1409370750188828),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594922193,19109317577,1,1,"(0.10428263992071152, 0.14035573601722717)","(0.10418248921632767, 0.14148837327957153)",1,1,2.610092163085937,2.60748291015625,Fixation,POINT (0.1042325645685196 0.1409220546483994),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594930526,19109325910,1,1,"(0.10448112338781357, 0.14236591756343842)","(0.10001885890960693, 0.14064177870750427)",1,1,2.5886688232421875,2.601593017578125,Fixation,POINT (0.1022499911487102 0.1415038481354713),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594938859,19109334243,1,1,"(0.1059119701385498, 0.14544832706451416)","(0.10531219840049744, 0.1412860006093979)",1,1,2.6102752685546875,2.5913848876953125,Fixation,POINT (0.1056120842695236 0.143367163836956),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594947192,19109342576,1,1,"(0.10218649357557297, 0.13860507309436798)","(0.10486512631177902, 0.13863125443458557)",1,1,2.6036376953125,2.592880249023437,Fixation,POINT (0.103525809943676 0.1386181637644768),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594955526,19109350910,1,1,"(0.10211517661809921, 0.1402750164270401)","(0.10383197665214539, 0.13850685954093933)",1,1,2.6029510498046875,2.5983428955078125,Fixation,POINT (0.1029735766351223 0.1393909379839897),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594963859,19109359243,1,1,"(0.10388508439064026, 0.1451377421617508)","(0.10006795078516006, 0.1346694976091385)",1,1,2.592559814453125,2.5949859619140625,Fixation,POINT (0.1019765175879002 0.1399036198854446),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594972198,19109367581,1,1,"(0.10506950318813324, 0.1382780820131302)","(0.10445491969585419, 0.1368744969367981)",1,1,2.597259521484375,2.5697174072265625,Fixation,POINT (0.1047622114419937 0.1375762894749641),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594980532,19109375915,1,1,"(0.10556016117334366, 0.13283368945121765)","(0.10060635954141617, 0.13653312623500824)",1,1,2.5829010009765625,2.5817413330078125,Fixation,POINT (0.1030832603573799 0.134683407843113),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594988865,19109384248,1,1,"(0.10204234719276428, 0.1373908668756485)","(0.10318663716316223, 0.13694941997528076)",1,1,2.593994140625,2.57598876953125,Fixation,POINT (0.1026144921779633 0.1371701434254646),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210594997199,19109392582,1,1,"(0.10337304323911667, 0.14038993418216705)","(0.10259659588336945, 0.14384913444519043)",1,1,2.590194702148437,2.57147216796875,Fixation,POINT (0.1029848195612431 0.1421195343136787),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210595005532,19109400915,1,1,"(0.10292810201644897, 0.1401512622833252)","(0.10162649303674698, 0.1407291740179062)",1,1,2.580718994140625,2.582183837890625,Fixation,POINT (0.102277297526598 0.1404402181506157),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210595013865,19109409248,1,1,"(0.10207744687795639, 0.14279697835445404)","(0.10363143682479858, 0.13784736394882202)",1,1,2.5775146484375,2.5634307861328125,Fixation,POINT (0.1028544418513775 0.140322171151638),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210595022199,19109417582,1,1,"(0.09951332211494446, 0.13907977938652039)","(0.10177645087242126, 0.13850462436676025)",1,1,2.569000244140625,2.5715484619140625,Fixation,POINT (0.1006448864936829 0.1387922018766403),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210595030532,19109425915,1,1,"(0.10105951130390167, 0.13938267529010773)","(0.10096442699432373, 0.13543610274791718)",1,1,2.562850952148437,2.564544677734375,Fixation,POINT (0.1010119691491127 0.1374093890190124),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210595038865,19109434248,1,1,"(0.1011665016412735, 0.14325213432312012)","(0.10231310874223709, 0.13854287564754486)",1,1,2.577987670898437,2.57159423828125,Fixation,POINT (0.1017398051917553 0.1408975049853325),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210595047199,19109442582,1,1,"(0.10289964079856873, 0.1421084702014923)","(0.0992540642619133, 0.13974051177501678)",1,1,2.588973999023437,2.558319091796875,Fixation,POINT (0.101076852530241 0.1409244909882546),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210595055532,19109450915,1,1,"(0.10278292745351791, 0.13958066701889038)","(0.1000298410654068, 0.1408572793006897)",1,1,2.571884155273437,2.564697265625,Fixation,POINT (0.1014063842594624 0.14021897315979),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210595063866,19109459249,1,1,"(0.10405123233795166, 0.135123610496521)","(0.10287301987409592, 0.1397642195224762)",1,1,2.580551147460937,2.5495758056640625,Fixation,POINT (0.1034621261060238 0.1374439150094986),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210595072198,19109467581,1,1,"(0.12158989161252975, 0.13411641120910645)","(0.11887605488300323, 0.14713899791240692)",1,1,2.553955078125,2.5718231201171875,Fixation,POINT (0.1202329732477665 0.1406277045607567),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210595088866,19109484249,1,1,"(0.14912502467632294, 0.14493809640407562)","(0.15093077719211578, 0.14390742778778076)",1,1,2.589447021484375,2.5762176513671875,Fixation,POINT (0.1500279009342194 0.1444227620959282),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210595097203,19109492586,1,1,"(0.14760728180408478, 0.1363658607006073)","(0.14637841284275055, 0.13950970768928528)",1,1,2.5861053466796875,2.5649871826171875,Fixation,POINT (0.1469928473234177 0.1379377841949463),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210595105537,19109500920,1,1,"(0.1510830819606781, 0.1392124891281128)","(0.14704929292201996, 0.14291344583034515)",1,1,2.58447265625,2.548568725585937,Fixation,POINT (0.149066187441349 0.141062967479229),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210595113870,19109509253,1,1,"(0.15211696922779083, 0.14148293435573578)","(0.1521550416946411, 0.14333374798297882)",1,1,2.592376708984375,2.547348022460937,Fixation,POINT (0.152136005461216 0.1424083411693573),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210595122203,19109517586,1,1,"(0.15279491245746613, 0.1337835043668747)","(0.14973630011081696, 0.14120884239673615)",1,1,2.58270263671875,2.5550079345703125,Fixation,POINT (0.1512656062841415 0.1374961733818054),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210595130537,19109525920,1,1,"(0.15370716154575348, 0.1396406888961792)","(0.14796052873134613, 0.13977298140525818)",1,1,2.592132568359375,2.555282592773437,Fixation,POINT (0.1508338451385498 0.1397068351507187),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210595138870,19109534253,1,1,"(0.1543111801147461, 0.1379074901342392)","(0.14904165267944336, 0.14543703198432922)",1,1,2.58380126953125,2.540496826171875,Fixation,POINT (0.1516764163970947 0.1416722610592842),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210595147203,19109542586,1,1,"(0.1529318392276764, 0.13626807928085327)","(0.14737984538078308, 0.14415179193019867)",1,1,2.574462890625,2.560760498046875,Fixation,POINT (0.1501558423042297 0.140209935605526),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210595155537,19109550920,1,1,"(0.1528986245393753, 0.14049895107746124)","(0.14750948548316956, 0.14738890528678894)",1,1,2.5783843994140625,2.5553436279296875,Fixation,POINT (0.1502040550112724 0.1439439281821251),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210595163871,19109559254,1,1,"(0.15170106291770935, 0.14189845323562622)","(0.15024393796920776, 0.14488360285758972)",1,1,2.5694580078125,2.5579833984375,Fixation,POINT (0.1509725004434586 0.143391028046608),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210595172204,19109567587,1,1,"(0.1503942459821701, 0.14198778569698334)","(0.14853906631469727, 0.14164060354232788)",1,1,2.55517578125,2.5543670654296875,Fixation,POINT (0.1494666561484337 0.1418141946196556),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210595180537,19109575920,1,1,"(0.15008924901485443, 0.1417887806892395)","(0.1495399922132492, 0.14100196957588196)",1,1,2.574554443359375,2.555755615234375,Fixation,POINT (0.1498146206140518 0.1413953751325607),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210595188870,19109584253,1,1,"(0.15320467948913574, 0.14631931483745575)","(0.14629468321800232, 0.13946686685085297)",1,1,2.5901031494140625,2.553329467773437,Fixation,POINT (0.149749681353569 0.1428930908441544),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210595197203,19109592586,1,1,"(0.15084698796272278, 0.14565767347812653)","(0.14518983662128448, 0.137493297457695)",1,1,2.5717010498046875,2.5643310546875,Fixation,POINT (0.1480184122920036 0.1415754854679108),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
