,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,protected.0,void.0,tellAgain.0,final.0,QName.0,message.0,throws.0,RemoteException.0,final.1,AbstractCoordParticipantProxy.0,proxy.0,=.0,this.0,getParticipantProxy.0,if.0,State.0,MESSAGE_CANCEL.0,equals.0,message.1,proxy.1,cancelOperation.0,nan.0,else if.0,State.1,MESSAGE_COMPENSATE.0,equals.1,message.2,proxy.2,compensateOperation.0,nan.1,else if.1,State.2,MESSAGE_CLOSE.0,equals.2,message.3,proxy.3,closeOperation.0,nan.2,else if.2,State.3,MESSAGE_EXITED.0,equals.3,message.4,proxy.4,exitedOperation.0,nan.3,else if.3,State.4,MESSAGE_FAULTED.0,equals.4,message.5,proxy.5,faultedOperation.0,nan.4,else if.4,State.5,MESSAGE_GETSTATUS.0,equals.5,message.6,proxy.6,getStatusOperation.0,nan.5,else.0,throw.0,new.0,IllegalArgumentException.0,"""Sorry cannot tell a participant "".100",+.0,message.7,prewritten,accurate,missing,unnecessary,readable,code
0,136,tellAgain,18912425,1208042542193,16556945589,1,1,"(0.2951430082321167, 0.15279407799243927)","(0.31150656938552856, 0.14510107040405273)",1,1,2.693450927734375,2.7428131103515625,Fixation,POINT (0.3033247888088226 0.148947574198246),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042550526,16556953922,1,1,"(0.2949417531490326, 0.14256958663463593)","(0.3122641444206238, 0.14765989780426025)",1,1,2.6980743408203125,2.740966796875,Fixation,POINT (0.3036029487848282 0.1451147422194481),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042558859,16556962255,1,1,"(0.29540327191352844, 0.14753358066082)","(0.31330788135528564, 0.1443505883216858)",1,1,2.7213897705078125,2.7464752197265625,Fixation,POINT (0.304355576634407 0.1459420844912529),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042567193,16556970589,1,1,"(0.2987240254878998, 0.1474967747926712)","(0.3130439817905426, 0.14894190430641174)",1,1,2.715972900390625,2.75640869140625,Fixation,POINT (0.3058840036392212 0.1482193395495415),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042575526,16556978922,1,1,"(0.2947773337364197, 0.14807404577732086)","(0.31200841069221497, 0.14637234807014465)",1,1,2.69012451171875,2.75238037109375,Fixation,POINT (0.3033928722143173 0.1472231969237328),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042583859,16556987255,1,1,"(0.29899585247039795, 0.13945992290973663)","(0.3133346438407898, 0.15200506150722504)",1,1,2.7091217041015625,2.7450408935546875,Fixation,POINT (0.3061652481555939 0.1457324922084808),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042592193,16556995589,1,1,"(0.29626747965812683, 0.14458990097045898)","(0.31256306171417236, 0.14952388405799866)",1,1,2.6997833251953125,2.742904663085937,Fixation,POINT (0.3044152706861496 0.1470568925142288),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042600526,16557003922,1,1,"(0.30029675364494324, 0.14329034090042114)","(0.31335142254829407, 0.15173666179180145)",1,1,2.710357666015625,2.7435760498046875,Fixation,POINT (0.3068240880966186 0.1475135013461113),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042608859,16557012255,1,1,"(0.29723408818244934, 0.1483304649591446)","(0.3127807378768921, 0.15296338498592377)",1,1,2.697601318359375,2.740325927734375,Fixation,POINT (0.3050074130296707 0.1506469249725342),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042617193,16557020589,1,1,"(0.2951616644859314, 0.1434946060180664)","(0.31241458654403687, 0.15625296533107758)",1,1,2.6864471435546875,2.74755859375,Fixation,POINT (0.3037881255149841 0.149873785674572),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042625526,16557028922,1,1,"(0.2972237169742584, 0.15131735801696777)","(0.3128710687160492, 0.15791383385658264)",1,1,2.709075927734375,2.7522735595703125,Fixation,POINT (0.3050473928451538 0.1546155959367752),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042633861,16557037257,1,1,"(0.2960394620895386, 0.1464008390903473)","(0.31482669711112976, 0.16018442809581757)",1,1,2.6955718994140625,2.753326416015625,Fixation,POINT (0.3054330796003342 0.1532926335930824),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042642195,16557045591,1,1,"(0.29610106348991394, 0.15815749764442444)","(0.3133654296398163, 0.16667579114437103)",1,1,2.70574951171875,2.753143310546875,Fixation,POINT (0.3047332465648651 0.1624166443943977),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042650528,16557053924,1,1,"(0.2986467480659485, 0.16063819825649261)","(0.31209129095077515, 0.16201438009738922)",1,1,2.7190704345703125,2.745758056640625,Fixation,POINT (0.3053690195083618 0.1613262891769409),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042658861,16557062257,1,1,"(0.29867443442344666, 0.15401075780391693)","(0.31371840834617615, 0.16426672041416168)",1,1,2.717254638671875,2.762680053710937,Fixation,POINT (0.3061964213848114 0.1591387391090393),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042667195,16557070591,1,1,"(0.29663947224617004, 0.15161605179309845)","(0.3126043975353241, 0.15928435325622559)",1,1,2.6962432861328125,2.75372314453125,Fixation,POINT (0.3046219348907471 0.155450202524662),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042675528,16557078924,1,1,"(0.300620973110199, 0.15253496170043945)","(0.3159696161746979, 0.15359121561050415)",1,1,2.7256317138671875,2.755523681640625,Fixation,POINT (0.3082952946424484 0.1530630886554718),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042683861,16557087257,1,1,"(0.2935302257537842, 0.14323480427265167)","(0.3137172758579254, 0.15746259689331055)",1,1,2.677459716796875,2.734603881835937,Fixation,POINT (0.3036237508058548 0.1503487005829811),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042692195,16557095591,1,1,"(0.2982580065727234, 0.1456020027399063)","(0.3158092796802521, 0.1527685672044754)",1,1,2.700057983398437,2.75830078125,Fixation,POINT (0.3070336431264877 0.1491852849721909),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042700528,16557103924,1,1,"(0.3007258176803589, 0.1521681845188141)","(0.31460341811180115, 0.15171048045158386)",1,1,2.708969116210937,2.7510986328125,Fixation,POINT (0.30766461789608 0.151939332485199),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042708861,16557112257,1,1,"(0.30182212591171265, 0.14247621595859528)","(0.31421858072280884, 0.14834080636501312)",1,1,2.687728881835937,2.7573699951171875,Fixation,POINT (0.3080203533172607 0.1454085111618042),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042717195,16557120591,1,1,"(0.29942652583122253, 0.14866141974925995)","(0.3131302297115326, 0.15566790103912354)",1,1,2.68365478515625,2.745452880859375,Fixation,POINT (0.3062783777713776 0.1521646603941917),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042725528,16557128924,1,1,"(0.2938237488269806, 0.14950348436832428)","(0.29938438534736633, 0.1517580896615982)",1,1,2.70001220703125,2.756683349609375,Fixation,POINT (0.2966040670871735 0.1506307870149612),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042758861,16557162257,1,1,"(0.18530918657779694, 0.12247446924448013)","(0.19417233765125275, 0.15991763770580292)",1,1,2.685638427734375,2.7648162841796875,Fixation,POINT (0.1897407621145248 0.1411960534751415),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042767202,16557170598,1,1,"(0.18672117590904236, 0.11321660876274109)","(0.19325292110443115, 0.15088461339473724)",1,1,2.7102813720703125,2.773223876953125,Fixation,POINT (0.1899870485067368 0.1320506110787392),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042775535,16557178931,1,1,"(0.18159741163253784, 0.1124381572008133)","(0.1883724480867386, 0.15543179214000702)",1,1,2.69219970703125,2.7626190185546875,Fixation,POINT (0.1849849298596382 0.1339349746704102),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042783868,16557187264,1,1,"(0.1865641176700592, 0.11792033910751343)","(0.19157609343528748, 0.16160346567630768)",1,1,2.696868896484375,2.767562866210937,Fixation,POINT (0.1890701055526733 0.1397619023919106),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042792202,16557195598,1,1,"(0.18599991500377655, 0.12374282628297806)","(0.19004490971565247, 0.1650366336107254)",1,1,2.7121734619140625,2.751922607421875,Fixation,POINT (0.1880224123597145 0.1443897299468517),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042800535,16557203931,1,1,"(0.18256723880767822, 0.11823531240224838)","(0.18913649022579193, 0.15787151455879211)",1,1,2.672393798828125,2.757186889648437,Fixation,POINT (0.1858518645167351 0.1380534134805202),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042808868,16557212264,1,1,"(0.18760861456394196, 0.12483063340187073)","(0.18686778843402863, 0.16367390751838684)",1,1,2.6829071044921875,2.755966186523437,Fixation,POINT (0.1872382014989853 0.1442522704601288),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042817202,16557220598,1,1,"(0.1870291531085968, 0.13325992226600647)","(0.1870264708995819, 0.15655755996704102)",1,1,2.6882781982421875,2.7439422607421875,Fixation,POINT (0.1870278120040894 0.1449087411165237),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042825535,16557228931,1,1,"(0.1878010481595993, 0.13588429987430573)","(0.1900806725025177, 0.14398694038391113)",1,1,2.69110107421875,2.7458038330078125,Fixation,POINT (0.1889408603310585 0.1399356201291084),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042833868,16557237264,1,1,"(0.18834638595581055, 0.13723134994506836)","(0.19019785523414612, 0.14801567792892456)",1,1,2.70147705078125,2.744003295898437,Fixation,POINT (0.1892721205949783 0.1426235139369965),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042842202,16557245598,1,1,"(0.18626588582992554, 0.14518871903419495)","(0.1913878321647644, 0.1447989046573639)",1,1,2.692230224609375,2.730377197265625,Fixation,POINT (0.188826858997345 0.1449938118457794),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042850535,16557253931,1,1,"(0.18829044699668884, 0.13352559506893158)","(0.1956731677055359, 0.14449311792850494)",1,1,2.67974853515625,2.7384490966796875,Fixation,POINT (0.1919818073511124 0.1390093564987183),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042858868,16557262264,1,1,"(0.19225114583969116, 0.14015574753284454)","(0.19811971485614777, 0.1391604244709015)",1,1,2.702911376953125,2.738922119140625,Fixation,POINT (0.1951854303479195 0.139658086001873),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042867202,16557270598,1,1,"(0.19469046592712402, 0.12282230705022812)","(0.19788174331188202, 0.14147968590259552)",1,1,2.6736297607421875,2.7318115234375,Fixation,POINT (0.196286104619503 0.1321509964764118),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042875535,16557278931,1,1,"(0.1923367828130722, 0.11629409343004227)","(0.1981765329837799, 0.14681626856327057)",1,1,2.670684814453125,2.7300567626953125,Fixation,POINT (0.1952566578984261 0.1315551809966564),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042883868,16557287264,1,1,"(0.19220954179763794, 0.12226446717977524)","(0.19439630210399628, 0.14714407920837402)",1,1,2.688079833984375,2.736679077148437,Fixation,POINT (0.1933029219508171 0.1347042731940746),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042892202,16557295598,1,1,"(0.19324637949466705, 0.12037505954504013)","(0.19265829026699066, 0.1470499336719513)",1,1,2.6754150390625,2.7286834716796875,Fixation,POINT (0.1929523348808289 0.1337124966084957),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042900539,16557303935,1,1,"(0.19001999497413635, 0.12957967817783356)","(0.18730704486370087, 0.14566847681999207)",1,1,2.6810455322265625,2.71295166015625,Fixation,POINT (0.1886635199189186 0.1376240774989128),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042908872,16557312268,1,1,"(0.19012893736362457, 0.13393761217594147)","(0.18824994564056396, 0.1518995612859726)",1,1,2.6580047607421875,2.7244415283203125,Fixation,POINT (0.1891894415020943 0.142918586730957),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042917206,16557320602,1,1,"(0.19296152889728546, 0.13620918989181519)","(0.18617293238639832, 0.1535261571407318)",1,1,2.6740264892578125,2.7261505126953125,Fixation,POINT (0.1895672306418419 0.1448676735162735),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042925539,16557328935,1,1,"(0.1918322592973709, 0.13727779686450958)","(0.18900057673454285, 0.15308257937431335)",1,1,2.665512084960937,2.724609375,Fixation,POINT (0.1904164180159569 0.1451801881194115),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042933872,16557337268,1,1,"(0.19193747639656067, 0.13328689336776733)","(0.18648432195186615, 0.15451399981975555)",1,1,2.684906005859375,2.729248046875,Fixation,POINT (0.1892108991742134 0.1439004465937614),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042942206,16557345602,1,1,"(0.1913749724626541, 0.13867224752902985)","(0.18589265644550323, 0.15386494994163513)",1,1,2.6790924072265625,2.7156982421875,Fixation,POINT (0.1886338144540787 0.1462685987353325),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042950539,16557353935,1,1,"(0.19278529286384583, 0.13315461575984955)","(0.18707293272018433, 0.14990626275539398)",1,1,2.6525421142578125,2.713287353515625,Fixation,POINT (0.1899291127920151 0.1415304392576218),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042958872,16557362268,1,1,"(0.193787083029747, 0.13722094893455505)","(0.18971973657608032, 0.15053460001945496)",1,1,2.68206787109375,2.70989990234375,Fixation,POINT (0.1917534098029137 0.143877774477005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042967206,16557370602,1,1,"(0.19279833137989044, 0.1369246244430542)","(0.18643641471862793, 0.15122494101524353)",1,1,2.664947509765625,2.7283477783203125,Fixation,POINT (0.1896173730492592 0.1440747827291489),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042975539,16557378935,1,1,"(0.19227582216262817, 0.12841357290744781)","(0.18984903395175934, 0.1515687257051468)",1,1,2.6595611572265625,2.7086334228515625,Fixation,POINT (0.1910624280571938 0.1399911493062973),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042983872,16557387268,1,1,"(0.1935269683599472, 0.1279066801071167)","(0.1860254853963852, 0.1473715901374817)",1,1,2.6606597900390625,2.712738037109375,Fixation,POINT (0.1897762268781662 0.1376391351222992),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208042992205,16557395601,1,1,"(0.19039417803287506, 0.1355135440826416)","(0.1883947253227234, 0.14709748327732086)",1,1,2.658111572265625,2.69976806640625,Fixation,POINT (0.1893944516777992 0.1413055136799812),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208043000539,16557403935,1,1,"(0.19319158792495728, 0.1414295881986618)","(0.19101907312870026, 0.15199415385723114)",1,1,2.6693115234375,2.7202911376953125,Fixation,POINT (0.1921053305268288 0.1467118710279465),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208043008872,16557412268,1,1,"(0.19277261197566986, 0.13930734992027283)","(0.19168487191200256, 0.1462652087211609)",1,1,2.6940155029296875,2.7093658447265625,Fixation,POINT (0.1922287419438362 0.1427862793207169),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208043017205,16557420601,1,1,"(0.18859295547008514, 0.13266536593437195)","(0.193130761384964, 0.1530335545539856)",1,1,2.68280029296875,2.694580078125,Fixation,POINT (0.1908618584275246 0.1428494602441788),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208043025539,16557428935,1,1,"(0.18918094038963318, 0.1331457495689392)","(0.19386571645736694, 0.14333347976207733)",1,1,2.6690216064453125,2.7129364013671875,Fixation,POINT (0.1915233284235001 0.1382396146655083),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208043033877,16557437273,1,1,"(0.1890084445476532, 0.13040585815906525)","(0.19558000564575195, 0.15175853669643402)",1,1,2.665130615234375,2.718109130859375,Fixation,POINT (0.1922942250967026 0.1410821974277496),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208043042210,16557445606,1,1,"(0.1865151971578598, 0.13582102954387665)","(0.19518977403640747, 0.1476890742778778)",1,1,2.68212890625,2.714202880859375,Fixation,POINT (0.1908524855971336 0.1417550519108772),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208043050544,16557453940,1,1,"(0.18508405983448029, 0.13388797640800476)","(0.19552476704120636, 0.14658692479133606)",1,1,2.689208984375,2.7183380126953125,Fixation,POINT (0.1903044134378433 0.1402374505996704),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208043058877,16557462273,1,1,"(0.1831693947315216, 0.11401879787445068)","(0.19819486141204834, 0.14668992161750793)",1,1,2.679168701171875,2.71307373046875,Fixation,POINT (0.190682128071785 0.1303543597459793),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208043067210,16557470606,1,1,"(0.1874614953994751, 0.12949144840240479)","(0.19639970362186432, 0.15025536715984344)",1,1,2.664779663085937,2.710205078125,Fixation,POINT (0.1919305995106697 0.1398734077811241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208043075544,16557478940,1,1,"(0.18078815937042236, 0.12544743716716766)","(0.18486101925373077, 0.15264487266540527)",1,1,2.694931030273437,2.7336578369140625,Fixation,POINT (0.1828245893120766 0.1390461549162865),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208043083877,16557487273,1,1,"(0.17839884757995605, 0.11434266716241837)","(0.17671754956245422, 0.15359047055244446)",1,1,2.6881866455078125,2.719451904296875,Fixation,POINT (0.1775581985712051 0.1339665688574314),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208043092210,16557495606,1,1,"(0.1768244504928589, 0.11158480495214462)","(0.1763921082019806, 0.14884474873542786)",1,1,2.6999969482421875,2.6900787353515625,Fixation,POINT (0.1766082793474197 0.1302147768437862),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208043100544,16557503940,1,1,"(0.17666874825954437, 0.11153001338243484)","(0.17925068736076355, 0.14251923561096191)",1,1,2.691162109375,2.6995086669921875,Fixation,POINT (0.177959717810154 0.1270246244966984),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208043108877,16557512273,1,1,"(0.17936529219150543, 0.11685536056756973)","(0.17825201153755188, 0.1449877768754959)",1,1,2.6864471435546875,2.7025604248046875,Fixation,POINT (0.1788086518645287 0.1309215687215328),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208043117210,16557520606,1,1,"(0.1766768991947174, 0.11366815865039825)","(0.17924997210502625, 0.13767610490322113)",1,1,2.708770751953125,2.6897430419921875,Fixation,POINT (0.1779634356498718 0.1256721317768097),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208043125544,16557528940,1,1,"(0.17434193193912506, 0.1050306111574173)","(0.17908889055252075, 0.1488591581583023)",1,1,2.702011108398437,2.706756591796875,Fixation,POINT (0.1767154112458229 0.1269448846578598),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
