,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,private.0,void.0,actionLoadNotes.0,enableUserActions.0,FALSE.0,"// set focus otherwise it gives focus to ""clear"" >> scary/not wanted.200",multiSubmitButton.0,requestFocusInWindow.0,resetSingleTextFields.0,multipleGUIList.0,clearSelection.0,multipleResources.0,=.0,loadNotesFile.0,updateMultiList.0,enableUserActions.1,TRUE.0,prewritten,accurate,missing,unnecessary,readable,code
0,136,actionLoadNotes,34425716,1209845885042,18360283207,1,1,"(0.1157316267490387, 0.12485810369253159)","(0.12171194702386856, 0.124102883040905)",1,1,2.688629150390625,2.6697998046875,Fixation,POINT (0.1187217868864536 0.1244804933667183),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209845893375,18360291540,1,1,"(0.11228003352880478, 0.12800487875938416)","(0.12047170847654343, 0.12203558534383774)",1,1,2.6808624267578125,2.674591064453125,Fixation,POINT (0.1163758710026741 0.125020232051611),,,1,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209845901708,18360299873,1,1,"(0.11421120911836624, 0.1292027235031128)","(0.12143269181251526, 0.12348682433366776)",1,1,2.686752319335937,2.677474975585937,Fixation,POINT (0.1178219504654408 0.1263447739183903),,,1,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209845910041,18360308206,1,1,"(0.11870329827070236, 0.1282898485660553)","(0.12102244049310684, 0.12148713320493698)",1,1,2.681976318359375,2.6730194091796875,Fixation,POINT (0.1198628693819046 0.1248884908854961),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209845918375,18360316540,1,1,"(0.11584704369306564, 0.1297362744808197)","(0.11943982541561127, 0.12960252165794373)",1,1,2.6781158447265625,2.6682891845703125,Fixation,POINT (0.1176434345543385 0.1296693980693817),,,1,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209845926708,18360324873,1,1,"(0.11799532175064087, 0.13545803725719452)","(0.1209692433476448, 0.13735532760620117)",1,1,2.68865966796875,2.646728515625,Fixation,POINT (0.1194822825491428 0.1364066824316978),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209845935041,18360333206,1,1,"(0.12150894850492477, 0.15427368879318237)","(0.11667843908071518, 0.15940634906291962)",1,1,2.64794921875,2.6079254150390625,Fixation,POINT (0.11909369379282 0.156840018928051),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846143384,18360541548,1,1,"(0.10653046518564224, 0.21612273156642914)","(0.10358233004808426, 0.18250294029712677)",1,1,2.5968475341796875,2.6433258056640625,,POINT (0.1050563976168632 0.199312835931778),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846151718,18360549882,1,1,"(0.09911276400089264, 0.21328204870224)","(0.11350050568580627, 0.14658600091934204)",1,1,2.589569091796875,2.755828857421875,Fixation,POINT (0.1063066348433495 0.179934024810791),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846168384,18360566548,1,1,"(0.09990478307008743, 0.20085808634757996)","(0.10681802034378052, 0.2182527780532837)",1,1,2.6278533935546875,2.6141815185546875,Fixation,POINT (0.103361401706934 0.2095554322004318),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846176718,18360574882,1,1,"(0.09942341595888138, 0.20043566823005676)","(0.10696068406105042, 0.22003884613513947)",1,1,2.6367950439453125,2.606552124023437,Fixation,POINT (0.1031920500099659 0.2102372571825981),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846185052,18360583216,1,1,"(0.1023879125714302, 0.1919160783290863)","(0.10280682146549225, 0.21502606570720673)",1,1,2.651596069335937,2.59771728515625,Fixation,POINT (0.1025973670184612 0.2034710720181465),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846193384,18360591548,1,1,"(0.1047375500202179, 0.19283850491046906)","(0.10446219146251678, 0.21394599974155426)",1,1,2.6549835205078125,2.6052398681640625,Fixation,POINT (0.1045998707413673 0.2033922523260117),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846201718,18360599882,1,1,"(0.10285904258489609, 0.19309492409229279)","(0.10787682980298996, 0.20066960155963898)",1,1,2.65740966796875,2.6220245361328125,Fixation,POINT (0.105367936193943 0.1968822628259659),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846210052,18360608216,1,1,"(0.10489462316036224, 0.19179509580135345)","(0.1079409047961235, 0.19587630033493042)",1,1,2.659530639648437,2.622222900390625,Fixation,POINT (0.1064177639782429 0.1938356980681419),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846218385,18360616549,1,1,"(0.10033350437879562, 0.18877144157886505)","(0.10797875374555588, 0.19084329903125763)",1,1,2.654022216796875,2.635040283203125,Fixation,POINT (0.1041561290621758 0.1898073703050613),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846226719,18360624882,1,1,"(0.10529439151287079, 0.1879342943429947)","(0.10594963282346725, 0.1911768764257431)",1,1,2.6669464111328125,2.6380767822265625,Fixation,POINT (0.105622012168169 0.1895555853843689),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846235053,18360633216,1,1,"(0.10410475730895996, 0.19176407158374786)","(0.10392247885465622, 0.19123803079128265)",1,1,2.639495849609375,2.6396942138671875,Fixation,POINT (0.1040136180818081 0.1915010511875153),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846243386,18360641549,1,1,"(0.10399428009986877, 0.18812066316604614)","(0.10682474076747894, 0.190228670835495)",1,1,2.665512084960937,2.63873291015625,Fixation,POINT (0.1054095104336739 0.1891746670007706),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846251719,18360649882,1,1,"(0.10547596216201782, 0.18718501925468445)","(0.10672863572835922, 0.18491072952747345)",1,1,2.6565399169921875,2.651885986328125,Fixation,POINT (0.1061022989451885 0.186047874391079),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846260059,18360658222,1,1,"(0.10432983189821243, 0.19082169234752655)","(0.10773801058530807, 0.18645130097866058)",1,1,2.6673126220703125,2.65142822265625,Fixation,POINT (0.1060339212417602 0.1886364966630936),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846268392,18360666555,1,1,"(0.10184549540281296, 0.18015645444393158)","(0.10779790580272675, 0.1780625879764557)",1,1,2.656524658203125,2.63763427734375,Fixation,POINT (0.1048217006027698 0.1791095212101936),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846276725,18360674888,1,1,"(0.10316861420869827, 0.18142086267471313)","(0.10564641654491425, 0.1826048195362091)",1,1,2.655975341796875,2.664703369140625,Fixation,POINT (0.1044075153768063 0.1820128411054611),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846285058,18360683221,1,1,"(0.1021328717470169, 0.18580114841461182)","(0.10662682354450226, 0.18287114799022675)",1,1,2.65728759765625,2.650360107421875,Fixation,POINT (0.1043798476457596 0.1843361482024193),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846293392,18360691555,1,1,"(0.10011450201272964, 0.18500009179115295)","(0.10576529055833817, 0.18269489705562592)",1,1,2.628326416015625,2.638671875,Fixation,POINT (0.1029398962855339 0.1838474944233894),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846301725,18360699888,1,1,"(0.10326363146305084, 0.17875473201274872)","(0.10664829611778259, 0.17737306654453278)",1,1,2.65179443359375,2.660140991210937,Fixation,POINT (0.1049559637904167 0.1780638992786408),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846310059,18360708222,1,1,"(0.10409887135028839, 0.17976590991020203)","(0.10996728390455246, 0.18244107067584991)",1,1,2.65948486328125,2.65850830078125,Fixation,POINT (0.1070330776274204 0.181103490293026),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846318392,18360716555,1,1,"(0.1002243161201477, 0.17933326959609985)","(0.11076530069112778, 0.18301519751548767)",1,1,2.6492462158203125,2.667083740234375,Fixation,POINT (0.1054948084056377 0.1811742335557938),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846326725,18360724888,1,1,"(0.10275251418352127, 0.18223240971565247)","(0.10976773500442505, 0.18321682512760162)",1,1,2.663803100585937,2.65069580078125,Fixation,POINT (0.1062601245939732 0.182724617421627),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846335058,18360733221,1,1,"(0.10623680055141449, 0.17946355044841766)","(0.11321748048067093, 0.1816767454147339)",1,1,2.642608642578125,2.654525756835937,Fixation,POINT (0.1097271405160427 0.1805701479315758),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846343392,18360741555,1,1,"(0.10564662516117096, 0.1819765716791153)","(0.11033818870782852, 0.17828528583049774)",1,1,2.6631011962890625,2.6614990234375,Fixation,POINT (0.1079924069344997 0.1801309287548065),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846351725,18360749888,1,1,"(0.10281508415937424, 0.18121793866157532)","(0.1107393354177475, 0.18341773748397827)",1,1,2.67919921875,2.6505889892578125,Fixation,POINT (0.1067772097885609 0.1823178380727768),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846360058,18360758221,1,1,"(0.10549989342689514, 0.17894060909748077)","(0.10924617201089859, 0.18272767961025238)",1,1,2.6804962158203125,2.671966552734375,Fixation,POINT (0.1073730327188969 0.1808341443538666),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846401729,18360799892,1,1,"(0.2551417648792267, 0.21204091608524323)","(0.25602447986602783, 0.20918600261211395)",1,1,2.710784912109375,2.670013427734375,Fixation,POINT (0.2555831223726273 0.2106134593486786),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846410062,18360808225,1,1,"(0.2589889168739319, 0.20571520924568176)","(0.2602443993091583, 0.21008530259132385)",1,1,2.6876983642578125,2.6853179931640625,Fixation,POINT (0.2596166580915451 0.2079002559185028),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846418395,18360816558,1,1,"(0.2627226412296295, 0.20737512409687042)","(0.2661910653114319, 0.20951853692531586)",1,1,2.706787109375,2.6849822998046875,Fixation,POINT (0.2644568532705307 0.2084468305110931),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846426729,18360824892,1,1,"(0.2631172239780426, 0.20894023776054382)","(0.2661683261394501, 0.20766732096672058)",1,1,2.688827514648437,2.688339233398437,Fixation,POINT (0.2646427750587463 0.2083037793636322),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846435062,18360833225,1,1,"(0.2643224596977234, 0.20899638533592224)","(0.2626005709171295, 0.21400129795074463)",1,1,2.69482421875,2.68603515625,Fixation,POINT (0.2634615153074264 0.2114988416433334),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846443396,18360841559,1,1,"(0.25939083099365234, 0.20900921523571014)","(0.2635881006717682, 0.21497416496276855)",1,1,2.6978302001953125,2.6881561279296875,Fixation,POINT (0.2614894658327103 0.2119916900992394),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846451729,18360849892,1,1,"(0.2637045979499817, 0.2025103121995926)","(0.2613360583782196, 0.21572695672512054)",1,1,2.692291259765625,2.688873291015625,Fixation,POINT (0.2625203281641006 0.2091186344623566),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846460062,18360858225,1,1,"(0.2636010944843292, 0.19989298284053802)","(0.26118001341819763, 0.2166370004415512)",1,1,2.68145751953125,2.677719116210937,Fixation,POINT (0.2623905539512634 0.2082649916410446),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846468395,18360866558,1,1,"(0.26381009817123413, 0.20390905439853668)","(0.26177898049354553, 0.21245147287845612)",1,1,2.68328857421875,2.691879272460937,Fixation,POINT (0.2627945393323898 0.2081802636384964),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846476729,18360874892,1,1,"(0.26557040214538574, 0.19923359155654907)","(0.26411956548690796, 0.21394778788089752)",1,1,2.6792449951171875,2.6746063232421875,Fixation,POINT (0.2648449838161468 0.2065906897187233),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846485063,18360883225,1,1,"(0.26431286334991455, 0.18865792453289032)","(0.2639213800430298, 0.21574771404266357)",1,1,2.66790771484375,2.675628662109375,Fixation,POINT (0.2641171216964722 0.202202819287777),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846493396,18360891558,1,1,"(0.26424694061279297, 0.19310881197452545)","(0.2669239044189453, 0.21402597427368164)",1,1,2.679107666015625,2.674423217773437,Fixation,POINT (0.2655854225158691 0.2035673931241036),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846501730,18360899892,1,1,"(0.26441383361816406, 0.19844762980937958)","(0.2672657370567322, 0.21780844032764435)",1,1,2.6987457275390625,2.67633056640625,Fixation,POINT (0.2658397853374481 0.208128035068512),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846510063,18360908225,1,1,"(0.2616894245147705, 0.20661410689353943)","(0.2661546766757965, 0.21284347772598267)",1,1,2.681976318359375,2.6692047119140625,Fixation,POINT (0.2639220505952835 0.209728792309761),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846518403,18360916564,1,1,"(0.264238566160202, 0.2025492936372757)","(0.26417964696884155, 0.21021753549575806)",1,1,2.676971435546875,2.6753692626953125,Fixation,POINT (0.2642091065645218 0.2063834145665169),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846526736,18360924897,1,1,"(0.2623639404773712, 0.20609350502490997)","(0.26262545585632324, 0.20981435477733612)",1,1,2.6781463623046875,2.664291381835937,Fixation,POINT (0.2624946981668472 0.207953929901123),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846535069,18360933230,1,1,"(0.26296108961105347, 0.2063438594341278)","(0.26183632016181946, 0.21871782839298248)",1,1,2.671875,2.6473388671875,Fixation,POINT (0.2623987048864365 0.2125308439135552),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846543403,18360941564,1,1,"(0.2629314363002777, 0.20119501650333405)","(0.2584298849105835, 0.2099541872739792)",1,1,2.669464111328125,2.65716552734375,Fixation,POINT (0.2606806606054306 0.2055746018886566),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846551736,18360949897,1,1,"(0.261624276638031, 0.20241320133209229)","(0.2562466561794281, 0.21075297892093658)",1,1,2.6706085205078125,2.6578826904296875,Fixation,POINT (0.2589354664087296 0.2065830901265144),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846560069,18360958230,1,1,"(0.2640516757965088, 0.19449809193611145)","(0.2601737678050995, 0.20867976546287537)",1,1,2.671127319335937,2.6461334228515625,Fixation,POINT (0.2621127218008041 0.2015889286994934),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846568403,18360966564,1,1,"(0.2621772885322571, 0.20032034814357758)","(0.26165419816970825, 0.20324604213237762)",1,1,2.6552886962890625,2.634017944335937,Fixation,POINT (0.2619157433509827 0.2017831951379776),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846576736,18360974897,1,1,"(0.2656257152557373, 0.1981857270002365)","(0.2649995684623718, 0.20734193921089172)",1,1,2.6454620361328125,2.62890625,Fixation,POINT (0.2653126418590546 0.2027638331055641),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846585069,18360983230,1,1,"(0.2602698802947998, 0.20480623841285706)","(0.26518815755844116, 0.2125002145767212)",1,1,2.662200927734375,2.647979736328125,Fixation,POINT (0.2627290189266205 0.2086532264947891),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846593403,18360991564,1,1,"(0.26556748151779175, 0.20551255345344543)","(0.26402246952056885, 0.2162322998046875)",1,1,2.6556396484375,2.6483612060546875,Fixation,POINT (0.2647949755191803 0.2108724266290665),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846601735,18360999896,1,1,"(0.2646649181842804, 0.19781792163848877)","(0.2655804753303528, 0.2067943513393402)",1,1,2.65106201171875,2.638153076171875,Fixation,POINT (0.2651226967573166 0.2023061364889145),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846610069,18361008230,1,1,"(0.264818012714386, 0.20170894265174866)","(0.2633999288082123, 0.21388661861419678)",1,1,2.6575927734375,2.6355133056640625,Fixation,POINT (0.2641089707612991 0.2077977806329727),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846618402,18361016563,1,1,"(0.2625066936016083, 0.20179681479930878)","(0.2599766254425049, 0.215280681848526)",1,1,2.6446685791015625,2.6349029541015625,Fixation,POINT (0.2612416595220566 0.2085387483239174),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846626735,18361024896,1,1,"(0.26211434602737427, 0.2009737491607666)","(0.2605874240398407, 0.21460479497909546)",1,1,2.639022827148437,2.6151275634765625,Fixation,POINT (0.2613508850336075 0.207789272069931),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846635069,18361033230,1,1,"(0.26231053471565247, 0.2009119689464569)","(0.2609504163265228, 0.21331501007080078)",1,1,2.62261962890625,2.6292266845703125,Fixation,POINT (0.2616304755210876 0.2071134895086288),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846643402,18361041563,1,1,"(0.2608318626880646, 0.1980981081724167)","(0.26214659214019775, 0.20834064483642578)",1,1,2.616668701171875,2.593658447265625,Fixation,POINT (0.2614892274141312 0.2032193765044212),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846651741,18361049902,1,1,"(0.26117998361587524, 0.19875511527061462)","(0.2631866931915283, 0.21796740591526031)",1,1,2.613632202148437,2.631317138671875,Fixation,POINT (0.2621833384037018 0.2083612605929375),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846660074,18361058235,1,1,"(0.26264068484306335, 0.19278249144554138)","(0.26069360971450806, 0.21931682527065277)",1,1,2.599960327148437,2.6145477294921875,Fixation,POINT (0.2616671472787857 0.2060496583580971),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846668408,18361066569,1,1,"(0.2625666558742523, 0.19294290244579315)","(0.26298773288726807, 0.21528084576129913)",1,1,2.604400634765625,2.613739013671875,Fixation,POINT (0.2627771943807602 0.2041118741035461),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846676741,18361074902,1,1,"(0.26342707872390747, 0.19614583253860474)","(0.2674095332622528, 0.21821531653404236)",1,1,2.6127471923828125,2.596588134765625,Fixation,POINT (0.2654183059930801 0.2071805745363236),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846685074,18361083235,1,1,"(0.26338934898376465, 0.20430342853069305)","(0.26721879839897156, 0.21656297147274017)",1,1,2.6103515625,2.6082000732421875,Fixation,POINT (0.2653040736913681 0.2104332000017166),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846693407,18361091568,1,1,"(0.2650567889213562, 0.20596404373645782)","(0.2656265199184418, 0.21871939301490784)",1,1,2.591156005859375,2.607086181640625,Fixation,POINT (0.265341654419899 0.2123417183756828),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846701741,18361099902,1,1,"(0.2656782567501068, 0.2030486762523651)","(0.26381659507751465, 0.22134816646575928)",1,1,2.586166381835937,2.594329833984375,Fixation,POINT (0.2647474259138107 0.2121984213590622),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846710074,18361108235,1,1,"(0.26164600253105164, 0.20470397174358368)","(0.26024606823921204, 0.2181301712989807)",1,1,2.603378295898437,2.5920867919921875,Fixation,POINT (0.2609460353851318 0.2114170715212822),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846718408,18361116569,1,1,"(0.26430007815361023, 0.204337939620018)","(0.2640215754508972, 0.21528580784797668)",1,1,2.5887908935546875,2.593368530273437,Fixation,POINT (0.2641608268022537 0.2098118737339973),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846726741,18361124902,1,1,"(0.26057830452919006, 0.20183441042900085)","(0.2649698853492737, 0.215274378657341)",1,1,2.572113037109375,2.587493896484375,Fixation,POINT (0.2627740949392319 0.2085543945431709),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846735075,18361133235,1,1,"(0.2599213123321533, 0.2068910002708435)","(0.2649819254875183, 0.2197212278842926)",1,1,2.5889129638671875,2.588287353515625,Fixation,POINT (0.2624516189098358 0.213306114077568),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846743409,18361141569,1,1,"(0.2636207640171051, 0.2112472802400589)","(0.26386675238609314, 0.2148451954126358)",1,1,2.5700225830078125,2.57177734375,Fixation,POINT (0.2637437582015991 0.2130462378263474),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846751742,18361149902,1,1,"(0.25921568274497986, 0.2110004723072052)","(0.2590787708759308, 0.21501216292381287)",1,1,2.5658416748046875,2.5781707763671875,Fixation,POINT (0.2591472268104553 0.213006317615509),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846785078,18361183238,1,1,"(0.14010237157344818, 0.18378013372421265)","(0.14836861193180084, 0.20311982929706573)",1,1,2.532379150390625,2.54229736328125,Fixation,POINT (0.1442354917526245 0.1934499815106392),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846793412,18361191572,1,1,"(0.14803378283977509, 0.17940540611743927)","(0.15058352053165436, 0.20242713391780853)",1,1,2.529403686523437,2.5376129150390625,Fixation,POINT (0.1493086516857147 0.1909162700176239),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846801745,18361199905,1,1,"(0.1427784264087677, 0.18105532228946686)","(0.146826833486557, 0.19489014148712158)",1,1,2.54052734375,2.54827880859375,Fixation,POINT (0.1448026299476624 0.1879727318882942),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846810078,18361208238,1,1,"(0.14319585263729095, 0.18508300185203552)","(0.14937056601047516, 0.2008422315120697)",1,1,2.498764038085937,2.54815673828125,Fixation,POINT (0.1462832093238831 0.1929626166820526),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846818412,18361216572,1,1,"(0.14049577713012695, 0.18694953620433807)","(0.14858168363571167, 0.19613322615623474)",1,1,2.5108795166015625,2.5306549072265625,Fixation,POINT (0.1445387303829193 0.1915413811802864),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846826745,18361224905,1,1,"(0.14547066390514374, 0.19152410328388214)","(0.1489468812942505, 0.2018372118473053)",1,1,2.5191650390625,2.52886962890625,Fixation,POINT (0.1472087725996971 0.1966806575655937),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846835078,18361233238,1,1,"(0.14443770051002502, 0.18622642755508423)","(0.14550183713436127, 0.19684690237045288)",1,1,2.5218963623046875,2.52899169921875,Fixation,POINT (0.1449697688221932 0.1915366649627686),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846843411,18361241571,1,1,"(0.14586256444454193, 0.1892947554588318)","(0.14862816035747528, 0.1968306452035904)",1,1,2.503524780273437,2.523544311523437,Fixation,POINT (0.1472453624010086 0.1930627003312111),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846851745,18361249905,1,1,"(0.14166617393493652, 0.1906537413597107)","(0.146805077791214, 0.1966923028230667)",1,1,2.5059356689453125,2.51800537109375,Fixation,POINT (0.1442356258630753 0.1936730220913887),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846860078,18361258238,1,1,"(0.1426885426044464, 0.19026046991348267)","(0.14645220339298248, 0.1990356147289276)",1,1,2.508773803710937,2.519805908203125,Fixation,POINT (0.1445703729987144 0.1946480423212051),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846868411,18361266571,1,1,"(0.14689378440380096, 0.1921338587999344)","(0.14721374213695526, 0.1982749104499817)",1,1,2.495574951171875,2.521942138671875,Fixation,POINT (0.1470537632703781 0.195204384624958),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846876744,18361274904,1,1,"(0.14430226385593414, 0.19489291310310364)","(0.1489947885274887, 0.19697605073451996)",1,1,2.488555908203125,2.506103515625,Fixation,POINT (0.1466485261917114 0.1959344819188118),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846885078,18361283238,1,1,"(0.14597928524017334, 0.1960693597793579)","(0.1482812613248825, 0.1979585438966751)",1,1,2.4932098388671875,2.518539428710937,Fixation,POINT (0.1471302732825279 0.1970139518380165),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846893411,18361291571,1,1,"(0.14599405229091644, 0.1943262666463852)","(0.14748354256153107, 0.1965843141078949)",1,1,2.5043487548828125,2.5058135986328125,Fixation,POINT (0.1467387974262238 0.19545529037714),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846901745,18361299905,1,1,"(0.14731010794639587, 0.1936158686876297)","(0.14887815713882446, 0.19245660305023193)",1,1,2.49700927734375,2.49517822265625,Fixation,POINT (0.1480941325426102 0.1930362358689308),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846910083,18361308243,1,1,"(0.14748752117156982, 0.19675254821777344)","(0.14582830667495728, 0.19679410755634308)",1,1,2.480621337890625,2.495834350585937,Fixation,POINT (0.1466579139232636 0.1967733278870583),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209846918416,18361316576,1,1,"(0.14925983548164368, 0.1974029242992401)","(0.13977371156215668, 0.21786713600158691)",1,1,2.4716796875,2.4515533447265625,Fixation,POINT (0.1445167735219002 0.2076350301504135),,,,,,,,,,,,,,,,,,,,,,,1
