,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,Command.0,getBackCommand12.0,if.0,backCommand12.0,==.0,nan.0,//GEN-END: |264-getter|0|264-preInit.200,// write pre-init user code here.201,backCommand12.1,=.0,new.0,Command.1,"""OK"".0",Command.2,BACK.0,0.0,//GEN-LINE: | 264-getter | 1 | 264-postInit.202,// write post-init user code here.203,//GEN-BEGIN: | 264-getter | 2 |.204,return.0,backCommand12.2,prewritten,accurate,missing,unnecessary,readable,code
0,136,getBackCommand12,40865383,1209556632229,18071031474,1,1,"(0.1462176889181137, 0.14409050345420837)","(0.1404743641614914, 0.15857429802417755)",1,1,2.646087646484375,2.6551055908203125,Fixation,POINT (0.1433460265398026 0.151332400739193),,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209556640562,18071039807,1,1,"(0.14696970582008362, 0.14848847687244415)","(0.14225272834300995, 0.16188155114650726)",1,1,2.6620635986328125,2.6258087158203125,Fixation,POINT (0.1446112170815468 0.1551850140094757),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209556648896,18071048141,1,1,"(0.14790576696395874, 0.14579109847545624)","(0.14780469238758087, 0.16624939441680908)",1,1,2.647064208984375,2.631744384765625,Fixation,POINT (0.1478552296757698 0.1560202464461327),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209556657229,18071056474,1,1,"(0.14396245777606964, 0.1442723274230957)","(0.1414836347103119, 0.16795946657657623)",1,1,2.647705078125,2.6352691650390625,Fixation,POINT (0.1427230462431908 0.156115896999836),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209556665562,18071064807,1,1,"(0.14476290345191956, 0.14968127012252808)","(0.14382049441337585, 0.1661636233329773)",1,1,2.654937744140625,2.646224975585937,Fixation,POINT (0.1442916989326477 0.1579224467277527),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209556682230,18071081474,1,1,"(0.12110928446054459, 0.15432174503803253)","(0.12300854921340942, 0.15881918370723724)",1,1,2.6497955322265625,2.6495819091796875,Fixation,POINT (0.122058916836977 0.1565704643726349),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209556690563,18071089807,1,1,"(0.12191899120807648, 0.14847104251384735)","(0.12268416583538055, 0.1637980341911316)",1,1,2.655731201171875,2.6541748046875,Fixation,POINT (0.1223015785217285 0.1561345383524895),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209556698896,18071098140,1,1,"(0.12370709329843521, 0.15369801223278046)","(0.12515884637832642, 0.16213297843933105)",1,1,2.658554077148437,2.653427124023437,Fixation,POINT (0.1244329698383808 0.1579154953360558),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209556707232,18071106476,1,1,"(0.1196974590420723, 0.15454216301441193)","(0.12283223867416382, 0.1635901927947998)",1,1,2.6649932861328125,2.6653289794921875,Fixation,POINT (0.1212648488581181 0.1590661779046059),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209556715566,18071114810,1,1,"(0.12102627009153366, 0.1532832533121109)","(0.12169181555509567, 0.16316522657871246)",1,1,2.657073974609375,2.6640167236328125,Fixation,POINT (0.1213590428233147 0.1582242399454117),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209556723900,18071123144,1,1,"(0.12062211334705353, 0.15092647075653076)","(0.1252991259098053, 0.15702515840530396)",1,1,2.66436767578125,2.651596069335937,Fixation,POINT (0.1229606196284294 0.1539758145809174),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209556732233,18071131477,1,1,"(0.11868169158697128, 0.15156041085720062)","(0.11853165924549103, 0.1615167260169983)",1,1,2.656951904296875,2.647323608398437,Fixation,POINT (0.1186066754162312 0.1565385684370995),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209556740566,18071139810,1,1,"(0.12175341695547104, 0.156127467751503)","(0.11728499829769135, 0.16201193630695343)",1,1,2.6562957763671875,2.65863037109375,Fixation,POINT (0.1195192076265812 0.1590697020292282),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209556748899,18071148143,1,1,"(0.11744878441095352, 0.15127600729465485)","(0.1265946477651596, 0.1657847911119461)",1,1,2.675155639648437,2.6557159423828125,Fixation,POINT (0.1220217160880566 0.1585303992033005),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209556757233,18071156477,1,1,"(0.12116789072751999, 0.15917058289051056)","(0.12221251428127289, 0.1709873229265213)",1,1,2.66162109375,2.661834716796875,Fixation,POINT (0.1216902025043964 0.1650789529085159),,,,,1,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209556765566,18071164810,1,1,"(0.11971981823444366, 0.1532439887523651)","(0.12205338478088379, 0.16939368844032288)",1,1,2.6610565185546875,2.6569061279296875,Fixation,POINT (0.1208866015076637 0.161318838596344),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209556773899,18071173143,1,1,"(0.12267570942640305, 0.15804186463356018)","(0.12360256165266037, 0.17098228633403778)",1,1,2.663543701171875,2.660308837890625,Fixation,POINT (0.1231391355395317 0.164512075483799),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209556782233,18071181477,1,1,"(0.12472414970397949, 0.15720097720623016)","(0.12359068542718887, 0.1654716581106186)",1,1,2.6648101806640625,2.6484832763671875,Fixation,POINT (0.1241574175655842 0.1613363176584244),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209556790565,18071189809,1,1,"(0.12029781937599182, 0.15396113693714142)","(0.11913014948368073, 0.16332051157951355)",1,1,2.6679840087890625,2.6424560546875,Fixation,POINT (0.1197139844298363 0.1586408242583275),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209556798899,18071198143,1,1,"(0.11660659313201904, 0.15659239888191223)","(0.12387467920780182, 0.16659745573997498)",1,1,2.6637420654296875,2.6530303955078125,Fixation,POINT (0.1202406361699104 0.1615949273109436),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209556807233,18071206476,1,1,"(0.12238513678312302, 0.14992044866085052)","(0.1263388842344284, 0.16372992098331451)",1,1,2.661849975585937,2.6403045654296875,Fixation,POINT (0.1243620105087757 0.1568251848220825),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209556815566,18071214809,1,1,"(0.12294892221689224, 0.16164101660251617)","(0.12321873009204865, 0.1660994291305542)",1,1,2.655792236328125,2.6296844482421875,Fixation,POINT (0.1230838261544704 0.1638702228665352),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209556823900,18071223143,1,1,"(0.12102939188480377, 0.14687936007976532)","(0.12291345000267029, 0.16397789120674133)",1,1,2.652130126953125,2.6260528564453125,Fixation,POINT (0.121971420943737 0.1554286256432533),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209556832234,18071231477,1,1,"(0.12443671375513077, 0.14888896048069)","(0.1235542818903923, 0.16797000169754028)",1,1,2.640869140625,2.634918212890625,Fixation,POINT (0.1239954978227615 0.1584294810891151),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209556840572,18071239815,1,1,"(0.12009094655513763, 0.1550716906785965)","(0.12130562961101532, 0.16155806183815002)",1,1,2.66033935546875,2.64447021484375,Fixation,POINT (0.1206982880830765 0.1583148762583733),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209556848905,18071248148,1,1,"(0.12342032790184021, 0.15867289900779724)","(0.11901386827230453, 0.16550999879837036)",1,1,2.649261474609375,2.630966186523437,Fixation,POINT (0.1212170980870724 0.1620914489030838),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209556857239,18071256482,1,1,"(0.12243833392858505, 0.15269604325294495)","(0.1201544851064682, 0.16881023347377777)",1,1,2.652084350585937,2.62420654296875,Fixation,POINT (0.1212964095175266 0.1607531383633614),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209556882239,18071281482,1,1,"(0.16170552372932434, 0.16009508073329926)","(0.16216836869716644, 0.1698780208826065)",1,1,2.682479858398437,2.633331298828125,Fixation,POINT (0.1619369462132454 0.1649865508079529),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209556890572,18071289815,1,1,"(0.16642087697982788, 0.16177773475646973)","(0.1637314110994339, 0.16852928698062897)",1,1,2.6554107666015625,2.61163330078125,Fixation,POINT (0.1650761440396309 0.1651535108685494),,,,,,,1,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209556898905,18071298148,1,1,"(0.1681727021932602, 0.1635204404592514)","(0.16467800736427307, 0.18103916943073273)",1,1,2.6502685546875,2.638092041015625,Fixation,POINT (0.1664253547787666 0.1722798049449921),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209556907239,18071306482,1,1,"(0.17158421874046326, 0.15861618518829346)","(0.1670217365026474, 0.17481663823127747)",1,1,2.6543731689453125,2.6207427978515625,Fixation,POINT (0.1693029776215553 0.1667164117097855),,,,,,,1,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209556915572,18071314815,1,1,"(0.1661696881055832, 0.1560976803302765)","(0.16633853316307068, 0.17704235017299652)",1,1,2.6526031494140625,2.62957763671875,Fixation,POINT (0.1662541106343269 0.1665700152516365),,,,,,,1,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209556923907,18071323150,1,1,"(0.17117199301719666, 0.15907272696495056)","(0.16086214780807495, 0.17688824236392975)",1,1,2.6430206298828125,2.6119384765625,Fixation,POINT (0.1660170704126358 0.1679804846644402),,,,,,,1,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209556932239,18071331481,1,1,"(0.16717533767223358, 0.15802189707756042)","(0.1647043526172638, 0.17899350821971893)",1,1,2.64581298828125,2.636962890625,Fixation,POINT (0.1659398451447487 0.1685077026486397),,,,,,,1,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209556940574,18071339816,1,1,"(0.16537195444107056, 0.15680178999900818)","(0.16478179395198822, 0.1727096438407898)",1,1,2.6352691650390625,2.612152099609375,Fixation,POINT (0.1650768741965294 0.164755716919899),,,,,,,1,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209556948908,18071348150,1,1,"(0.16687986254692078, 0.16308444738388062)","(0.16343510150909424, 0.16978637874126434)",1,1,2.6388092041015625,2.613510131835937,Fixation,POINT (0.1651574820280075 0.1664354130625725),,,,,,,1,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209556957242,18071356484,1,1,"(0.167436882853508, 0.15985140204429626)","(0.16320577263832092, 0.1700485199689865)",1,1,2.646026611328125,2.602691650390625,Fixation,POINT (0.1653213277459145 0.1649499610066414),,,,,,,1,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209556965575,18071364817,1,1,"(0.167460635304451, 0.15688973665237427)","(0.16158896684646606, 0.1750423014163971)",1,1,2.640121459960937,2.63031005859375,Fixation,POINT (0.1645248010754585 0.1659660190343857),,,,,,,1,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209556973913,18071373155,1,1,"(0.1629699468612671, 0.16412466764450073)","(0.16543081402778625, 0.16863751411437988)",1,1,2.646240234375,2.597869873046875,Fixation,POINT (0.1642003804445267 0.1663810908794403),,,,,,,1,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209556982246,18071381488,1,1,"(0.16971056163311005, 0.16205717623233795)","(0.16541863977909088, 0.17517919838428497)",1,1,2.644287109375,2.610870361328125,Fixation,POINT (0.1675646007061005 0.1686181873083115),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209556990580,18071389822,1,1,"(0.16666316986083984, 0.15617263317108154)","(0.16259393095970154, 0.17477630078792572)",1,1,2.637420654296875,2.614501953125,Fixation,POINT (0.1646285504102707 0.1654744669795036),,,,,,,1,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209556998913,18071398155,1,1,"(0.1658250093460083, 0.15819288790225983)","(0.16501082479953766, 0.16844530403614044)",1,1,2.6399688720703125,2.6107330322265625,Fixation,POINT (0.165417917072773 0.1633190959692001),,,,,,,1,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557007247,18071406489,1,1,"(0.16460402309894562, 0.15157711505889893)","(0.1661573201417923, 0.17716234922409058)",1,1,2.6269073486328125,2.6190948486328125,Fixation,POINT (0.165380671620369 0.1643697321414948),,,,,,,1,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557015580,18071414822,1,1,"(0.16398032009601593, 0.15069329738616943)","(0.1660652607679367, 0.16950446367263794)",1,1,2.6322021484375,2.6140899658203125,Fixation,POINT (0.1650227904319763 0.1600988805294037),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557023913,18071423155,1,1,"(0.1649385243654251, 0.16411274671554565)","(0.16948716342449188, 0.17534977197647095)",1,1,2.6385498046875,2.6112823486328125,Fixation,POINT (0.1672128438949585 0.1697312593460083),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557032247,18071431489,1,1,"(0.16750523447990417, 0.15867584943771362)","(0.16650927066802979, 0.17668351531028748)",1,1,2.6256866455078125,2.62298583984375,Fixation,POINT (0.167007252573967 0.1676796823740006),,,,,,,1,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557040580,18071439822,1,1,"(0.1647007167339325, 0.16014641523361206)","(0.1673392951488495, 0.1771370768547058)",1,1,2.619491577148437,2.618896484375,Fixation,POINT (0.166020005941391 0.1686417460441589),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557048913,18071448155,1,1,"(0.16723033785820007, 0.1560138612985611)","(0.16528598964214325, 0.17459404468536377)",1,1,2.630706787109375,2.630615234375,Fixation,POINT (0.1662581637501717 0.1653039529919624),,,,,,,1,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557057248,18071456489,1,1,"(0.16671547293663025, 0.15547890961170197)","(0.16443781554698944, 0.17256280779838562)",1,1,2.642196655273437,2.6035919189453125,Fixation,POINT (0.1655766442418098 0.1640208587050438),,,,,,,1,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557065580,18071464821,1,1,"(0.16673287749290466, 0.1568755805492401)","(0.16920402646064758, 0.17500898241996765)",1,1,2.648101806640625,2.592529296875,Fixation,POINT (0.1679684519767761 0.1659422814846039),,,,,,,1,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557073914,18071473155,1,1,"(0.17016074061393738, 0.16238434612751007)","(0.16363942623138428, 0.17716379463672638)",1,1,2.633773803710937,2.60711669921875,Fixation,POINT (0.1669000834226608 0.1697740703821182),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557082248,18071481489,1,1,"(0.1606530249118805, 0.1644604504108429)","(0.16196587681770325, 0.17738710343837738)",1,1,2.6367645263671875,2.60870361328125,Fixation,POINT (0.1613094508647919 0.1709237769246101),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557090580,18071489821,1,1,"(0.1690223515033722, 0.1553727686405182)","(0.16367438435554504, 0.1708405464887619)",1,1,2.624755859375,2.590850830078125,Fixation,POINT (0.1663483679294586 0.16310665756464),,,,,,,1,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557098917,18071498158,1,1,"(0.16573290526866913, 0.16579988598823547)","(0.16540907323360443, 0.1719963550567627)",1,1,2.63665771484375,2.589828491210937,Fixation,POINT (0.1655709892511368 0.1688981205224991),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557107250,18071506491,1,1,"(0.16744014620780945, 0.1606539636850357)","(0.167798712849617, 0.17010585963726044)",1,1,2.6338653564453125,2.60321044921875,Fixation,POINT (0.1676194295287132 0.1653799116611481),,,,,,,1,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557115584,18071514825,1,1,"(0.1642414778470993, 0.16609320044517517)","(0.1655510514974594, 0.1729547530412674)",1,1,2.640609741210937,2.5940399169921875,Fixation,POINT (0.1648962646722794 0.1695239767432213),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557123917,18071523158,1,1,"(0.16611003875732422, 0.1595691591501236)","(0.16581381857395172, 0.17372408509254456)",1,1,2.624237060546875,2.614593505859375,Fixation,POINT (0.165961928665638 0.1666466221213341),,,,,,,1,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557132250,18071531491,1,1,"(0.1651175320148468, 0.1548059731721878)","(0.16773299872875214, 0.1777321696281433)",1,1,2.6283111572265625,2.6015167236328125,Fixation,POINT (0.1664252653717995 0.1662690714001656),,,,,,,1,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557140584,18071539825,1,1,"(0.162767693400383, 0.16195569932460785)","(0.1682269126176834, 0.17444321513175964)",1,1,2.631927490234375,2.61279296875,Fixation,POINT (0.1654973030090332 0.1681994572281838),,,,,,,1,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557148917,18071548158,1,1,"(0.16333261132240295, 0.15489542484283447)","(0.16583116352558136, 0.17556555569171906)",1,1,2.6207427978515625,2.602752685546875,Fixation,POINT (0.1645818874239922 0.1652304902672768),,,,,,,1,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557157251,18071556492,1,1,"(0.1689862310886383, 0.15439623594284058)","(0.16877971589565277, 0.17977647483348846)",1,1,2.6348419189453125,2.6115264892578125,Fixation,POINT (0.1688829734921455 0.1670863553881645),,,,,,,1,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557165583,18071564824,1,1,"(0.16640408337116241, 0.16008102893829346)","(0.16726256906986237, 0.1688016653060913)",1,1,2.6333160400390625,2.5911102294921875,Fixation,POINT (0.1668333262205124 0.1644413471221924),,,,,,,1,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557173917,18071573158,1,1,"(0.1664467304944992, 0.16166701912879944)","(0.16774843633174896, 0.17420093715190887)",1,1,2.6390838623046875,2.5996551513671875,Fixation,POINT (0.1670975834131241 0.1679339781403542),,,,,,,1,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557182251,18071581492,1,1,"(0.16745634377002716, 0.15794971585273743)","(0.164921373128891, 0.1780577301979065)",1,1,2.6173095703125,2.61907958984375,Fixation,POINT (0.1661888584494591 0.168003723025322),,,,,,,1,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557190585,18071589825,1,1,"(0.17665362358093262, 0.16278806328773499)","(0.17605151236057281, 0.1871834695339203)",1,1,2.6281890869140625,2.6129608154296875,Fixation,POINT (0.1763525679707527 0.1749857664108276),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557207251,18071606491,1,1,"(0.20105893909931183, 0.16462421417236328)","(0.2030591517686844, 0.18173615634441376)",1,1,2.6499786376953125,2.626937866210937,Fixation,POINT (0.2020590454339981 0.1731801852583885),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557215584,18071614824,1,1,"(0.200958251953125, 0.1581115871667862)","(0.20340493321418762, 0.1848273128271103)",1,1,2.6414337158203125,2.628768920898437,Fixation,POINT (0.2021815925836563 0.1714694499969482),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557223918,18071623158,1,1,"(0.20247463881969452, 0.17192330956459045)","(0.20272541046142578, 0.18744005262851715)",1,1,2.670562744140625,2.618927001953125,Fixation,POINT (0.2026000246405602 0.1796816810965538),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557232255,18071631495,1,1,"(0.20032161474227905, 0.15887418389320374)","(0.20330218970775604, 0.1879168152809143)",1,1,2.6166229248046875,2.636688232421875,Fixation,POINT (0.2018119022250176 0.173395499587059),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557240588,18071639828,1,1,"(0.20149648189544678, 0.1722787767648697)","(0.20551039278507233, 0.18355000019073486)",1,1,2.643798828125,2.612701416015625,Fixation,POINT (0.2035034373402596 0.1779143884778023),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557248922,18071648162,1,1,"(0.2025240808725357, 0.16747848689556122)","(0.2024681121110916, 0.1868811547756195)",1,1,2.64215087890625,2.628082275390625,Fixation,POINT (0.2024960964918137 0.1771798208355904),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557257255,18071656495,1,1,"(0.20372822880744934, 0.16780075430870056)","(0.1995476484298706, 0.18807007372379303)",1,1,2.6544647216796875,2.611785888671875,Fixation,POINT (0.20163793861866 0.1779354140162468),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557265589,18071664829,1,1,"(0.19943304359912872, 0.16609112918376923)","(0.20241239666938782, 0.18453902006149292)",1,1,2.6433868408203125,2.624862670898437,Fixation,POINT (0.2009227201342583 0.1753150746226311),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557273922,18071673162,1,1,"(0.20570839941501617, 0.17187228798866272)","(0.20301754772663116, 0.19311939179897308)",1,1,2.66033935546875,2.6280670166015625,Fixation,POINT (0.2043629735708237 0.1824958398938179),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557282255,18071681495,1,1,"(0.2051597535610199, 0.17508411407470703)","(0.20414696633815765, 0.18887412548065186)",1,1,2.6363677978515625,2.614349365234375,Fixation,POINT (0.2046533599495888 0.1819791197776794),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557290588,18071689828,1,1,"(0.20312824845314026, 0.1704186648130417)","(0.2041851431131363, 0.192225843667984)",1,1,2.6319122314453125,2.6209716796875,Fixation,POINT (0.2036566957831383 0.1813222542405128),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557298922,18071698162,1,1,"(0.20385964214801788, 0.16952411830425262)","(0.20658434927463531, 0.18814758956432343)",1,1,2.6555328369140625,2.620834350585937,Fixation,POINT (0.2052219957113266 0.178835853934288),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557307255,18071706495,1,1,"(0.2046276330947876, 0.168816938996315)","(0.2052331119775772, 0.18703968822956085)",1,1,2.6654815673828125,2.6352081298828125,Fixation,POINT (0.2049303725361824 0.1779283136129379),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557315590,18071714829,1,1,"(0.20055437088012695, 0.15585272014141083)","(0.2040432244539261, 0.18768742680549622)",1,1,2.637908935546875,2.618499755859375,Fixation,POINT (0.2022987976670265 0.1717700734734535),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557323923,18071723162,1,1,"(0.20151472091674805, 0.16982324421405792)","(0.20369893312454224, 0.1885310858488083)",1,1,2.666900634765625,2.64263916015625,Fixation,POINT (0.2026068270206451 0.1791771650314331),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557332256,18071731495,1,1,"(0.2071605920791626, 0.1661962866783142)","(0.20228177309036255, 0.1903507262468338)",1,1,2.672210693359375,2.6439666748046875,Fixation,POINT (0.2047211825847626 0.178273506462574),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557340589,18071739828,1,1,"(0.2033853530883789, 0.16856056451797485)","(0.20742064714431763, 0.18925227224826813)",1,1,2.653167724609375,2.6320037841796875,Fixation,POINT (0.2054030001163483 0.1789064183831215),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557348923,18071748162,1,1,"(0.2040366232395172, 0.16386215388774872)","(0.2080158144235611, 0.19092951714992523)",1,1,2.646392822265625,2.6379852294921875,Fixation,POINT (0.2060262188315392 0.177395835518837),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557357256,18071756495,1,1,"(0.20424528419971466, 0.1621161550283432)","(0.20662285387516022, 0.19075869023799896)",1,1,2.62841796875,2.6378631591796875,Fixation,POINT (0.2054340690374374 0.1764374226331711),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557365594,18071764833,1,1,"(0.20924492180347443, 0.17126020789146423)","(0.20780199766159058, 0.18393397331237793)",1,1,2.6690673828125,2.62628173828125,Fixation,POINT (0.2085234597325325 0.1775970906019211),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557373928,18071773167,1,1,"(0.2038039118051529, 0.16845032572746277)","(0.20615321397781372, 0.18937507271766663)",1,1,2.6521759033203125,2.6375274658203125,Fixation,POINT (0.2049785628914833 0.1789126992225647),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557382261,18071781500,1,1,"(0.20765788853168488, 0.16589514911174774)","(0.20446093380451202, 0.1880369782447815)",1,1,2.655487060546875,2.6531524658203125,Fixation,POINT (0.2060594111680984 0.1769660636782646),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557390594,18071789833,1,1,"(0.20571205019950867, 0.1716412454843521)","(0.20863524079322815, 0.18596376478672028)",1,1,2.63214111328125,2.642440795898437,Fixation,POINT (0.2071736454963684 0.1788025051355362),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557398928,18071798167,1,1,"(0.20206409692764282, 0.163853257894516)","(0.20550952851772308, 0.18450887501239777)",1,1,2.674224853515625,2.6468505859375,Fixation,POINT (0.203786812722683 0.1741810664534569),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getBackCommand12,40865383,1209557407261,18071806500,1,1,"(0.2100900560617447, 0.1687687337398529)","(0.2070721536874771, 0.18640439212322235)",1,1,2.667816162109375,2.6453857421875,Fixation,POINT (0.2085811048746109 0.1775865629315376),,,,,,,,,,,,,,,,,,,,,,,,,,,,1
