Participant,Quality,Method,YearsCoding,JavaExperience,AttentionSwitch_functiondeclaration,AttentionSwitch_parameter,AttentionSwitch_variabledeclaration,AttentionSwitch_externalclass,AttentionSwitch_exceptionhandling,AttentionSwitch_conditionalstatement,AttentionSwitch_loop,AttentionSwitch_return,AttentionSwitch_functioncall,AttentionSwitch_argument,AttentionSwitch_variable,AttentionSwitch_externallydefinedvariableorfunction,AttentionSwitch_assignment,AttentionSwitch_conditionalblock,AttentionSwitch_comment,AttentionSwitch_operator,AttentionSwitch_operation
312,0,play_41287529,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,0,readFromFile_16777940,8,1.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0
312,0,removeService_38221424,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,0,saveSetting_46026508,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,0,testCookieGreaterThan_39840471,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,0,testSetExample_50891793,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0
312,0,testSetWelcomeMsg_33719869,8,1.0,3.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
312,0,toString_39120328,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,0,updateSchema_4627680,8,1.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
312,1,actionPerformed_12725774,8,1.0,8.0,0.0,7.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
312,1,add_4114383,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,1,testInvoke_39233866,8,1.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,9.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
312,1,test_10_bug2689872_19498280,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,0,BFSdist_44521080,14,3.0,6.0,1.0,9.0,0.0,0.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
313,0,actionPerformed_12725774,14,3.0,9.0,12.0,16.0,0.0,0.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0
313,0,addPKColumn_51577053,14,3.0,16.0,12.0,23.0,0.0,11.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
313,0,createChecklistItem_49866815,14,3.0,15.0,7.0,19.0,0.0,0.0,0.0,0.0,3.0,3.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
313,0,getImageWithSource_1782360,14,3.0,12.0,2.0,10.0,0.0,0.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,0,liesBetween_39299426,14,3.0,20.0,7.0,0.0,0.0,0.0,24.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,0,listen_29572299,14,3.0,7.0,0.0,0.0,0.0,7.0,1.0,7.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
313,0,messageSent_19413001,14,3.0,34.0,18.0,27.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,20.0,0.0,0.0,0.0
313,0,store_20787007,14,3.0,11.0,25.0,41.0,12.0,4.0,0.0,0.0,0.0,40.0,59.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0
313,0,swapItems_36634895,14,3.0,6.0,16.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
313,0,updateGain_26215341,14,3.0,29.0,0.0,40.0,0.0,0.0,8.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,0,updateSchema_4627680,14,3.0,8.0,23.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,11.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0
313,1,appendDeclarations_36405409,14,3.0,48.0,12.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
313,1,compareTo_17121898,14,3.0,19.0,6.0,0.0,0.0,0.0,34.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,1,getEffect_47571922,14,3.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
313,1,testNegativeParseCases_31696447,14,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,0,getUserNameFromCookie_1694531,5,3.0,3.0,0.0,2.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
314,0,readFromFile_16777940,5,3.0,4.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,3.0,10.0,2.0,0.0,0.0,0.0,0.0
314,0,updateSchema_4627680,5,3.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
314,1,BFSdist_44521080,5,3.0,3.0,1.0,4.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
314,1,actionPerformed_12725774,5,3.0,22.0,7.0,29.0,0.0,0.0,25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
314,1,equals_10222579,5,3.0,7.0,8.0,29.0,0.0,0.0,10.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,1,getBackCommand2_29601536,5,3.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
314,1,getClassNameForLookAndFeel_19218425,5,3.0,9.0,2.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
314,1,getJSplitPane_39233258,5,3.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
314,1,messageSent_19413001,5,3.0,6.0,2.0,4.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
314,1,print_7957602,5,3.0,5.0,14.0,0.0,0.0,0.0,26.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,1,removeService_38221424,5,3.0,4.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
314,1,setGenJarDir_31789275,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,1,testInvoke_39233866,5,3.0,13.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,12.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
314,1,updateGain_26215341,5,3.0,9.0,0.0,11.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,0,BFSdist_44521080,10,3.0,6.0,9.0,2.0,0.0,0.0,19.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
315,0,actionPerformed_12725774,10,3.0,22.0,8.0,37.0,0.0,0.0,38.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0
315,0,addPKColumn_51577053,10,3.0,26.0,11.0,30.0,0.0,10.0,5.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
315,0,add_4114383,10,3.0,17.0,8.0,16.0,0.0,0.0,99.0,67.0,37.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
315,0,appendDeclarations_36405409,10,3.0,22.0,7.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0
315,0,clearFieldersFromField_45147874,10,3.0,1.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,0,getApplicableLaw_39298970,10,3.0,20.0,16.0,0.0,0.0,26.0,84.0,67.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,0,getImageWithSource_1782360,10,3.0,15.0,5.0,20.0,0.0,0.0,17.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,0,getNAGString_43137003,10,3.0,28.0,13.0,20.0,0.0,0.0,61.0,44.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,0,getTargetServiceName_29318894,10,3.0,39.0,13.0,44.0,0.0,5.0,12.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
315,0,getUserNameFromCookie_1694531,10,3.0,12.0,0.0,17.0,0.0,3.0,12.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
315,0,go_14477536,10,3.0,3.0,14.0,0.0,8.0,0.0,13.0,0.0,0.0,19.0,10.0,0.0,24.0,0.0,13.0,5.0,2.0,0.0
315,0,listen_29572299,10,3.0,3.0,0.0,0.0,0.0,5.0,8.0,6.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
315,0,populateNewList_34427273,10,3.0,44.0,0.0,0.0,37.0,0.0,0.0,48.0,0.0,45.0,94.0,0.0,79.0,8.0,0.0,0.0,0.0,0.0
315,0,saveToFile_47571713,10,3.0,8.0,84.0,45.0,0.0,1.0,0.0,0.0,0.0,110.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
315,0,setGenJarDir_31789275,10,3.0,27.0,7.0,12.0,0.0,0.0,7.0,6.0,0.0,34.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,0,setPhoto_50994916,10,3.0,9.0,28.0,18.0,0.0,3.0,20.0,0.0,0.0,19.0,7.0,0.0,5.0,0.0,44.0,0.0,0.0,0.0
315,0,swapItems_36634895,10,3.0,5.0,10.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0
315,0,testInvoke_39233866,10,3.0,34.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,49.0,13.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
315,0,testOneTwoThreeCreateCycle_19507735,10,3.0,93.0,0.0,116.0,0.0,1.0,0.0,0.0,0.0,64.0,43.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
315,0,updateGain_26215341,10,3.0,6.0,0.0,8.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,0,updateSchema_4627680,10,3.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
315,0,visitRetStmt_13482891,10,3.0,22.0,14.0,41.0,0.0,0.0,17.0,20.0,0.0,20.0,18.0,6.0,37.0,0.0,0.0,0.0,0.0,0.0
316,0,BFSdist_44521080,13,4.0,14.0,8.0,13.0,0.0,0.0,17.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
316,0,addPKColumn_51577053,13,4.0,19.0,11.0,13.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,0,appendDeclarations_36405409,13,4.0,13.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
316,0,clearFieldersFromField_45147874,13,4.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,0,getImageWithSource_1782360,13,4.0,16.0,0.0,17.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,0,getRemoteObject_50026101,13,4.0,12.0,8.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,0,liesBetween_39299426,13,4.0,37.0,3.0,0.0,0.0,0.0,40.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,0,searchRecipe_18421665,13,4.0,11.0,2.0,9.0,0.0,0.0,31.0,33.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,0,setGenJarDir_31789275,13,4.0,41.0,27.0,31.0,0.0,0.0,2.0,2.0,0.0,74.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
316,0,setSecurityMode_38737384,13,4.0,24.0,6.0,0.0,15.0,15.0,27.0,0.0,0.0,8.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0
316,0,showLatestPlan_18418213,13,4.0,12.0,4.0,6.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,9.0,3.0,0.0,5.0,0.0,0.0
316,0,swapItems_36634895,13,4.0,12.0,8.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
316,0,testMoveRFWithNullContainer_19507414,13,4.0,9.0,5.0,9.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
316,0,updateGain_26215341,13,4.0,22.0,0.0,24.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,0,actionPerformed_12725774,5,2.0,22.0,19.0,43.0,0.0,0.0,76.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0
317,0,addPKColumn_51577053,5,2.0,3.0,4.0,12.0,0.0,24.0,11.0,0.0,0.0,5.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
317,0,clearFieldersFromField_45147874,5,2.0,14.0,0.0,0.0,0.0,0.0,55.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
317,0,go_14477536,5,2.0,2.0,7.0,0.0,5.0,3.0,26.0,0.0,0.0,19.0,8.0,0.0,16.0,0.0,26.0,5.0,0.0,0.0
317,0,setSecurityMode_38737384,5,2.0,2.0,5.0,0.0,7.0,22.0,21.0,0.0,8.0,4.0,3.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0
317,0,testCookieGreaterThan_39840471,5,2.0,28.0,0.0,36.0,0.0,14.0,0.0,0.0,0.0,38.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,0,updateSchema_4627680,5,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
317,1,BFSdist_44521080,5,2.0,8.0,19.0,17.0,0.0,0.0,110.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,3.0,0.0,0.0
317,1,add_4114383,5,2.0,5.0,7.0,6.0,0.0,0.0,39.0,21.0,13.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
317,1,deleteCascade_34604973,5,2.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,24.0,0.0,29.0,0.0,0.0,22.0,0.0,0.0
317,1,equals_10222579,5,2.0,10.0,11.0,87.0,0.0,0.0,29.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,1,setGenJarDir_31789275,5,2.0,42.0,94.0,204.0,0.0,0.0,111.0,110.0,0.0,209.0,49.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
317,1,store_20787007,5,2.0,0.0,19.0,31.0,3.0,1.0,0.0,0.0,0.0,45.0,48.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
318,1,BFSdist_44521080,7,5.0,3.0,1.0,2.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
318,1,actionPerformed_12725774,7,5.0,7.0,1.0,6.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
318,1,addPKColumn_51577053,7,5.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
318,1,add_4114383,7,5.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,1,createChecklistItem_49866815,7,5.0,7.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
318,1,equals_10222579,7,5.0,8.0,1.0,6.0,0.0,0.0,8.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,1,exportXVRL_45047585,7,5.0,5.0,2.0,11.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,1,go_14477536,7,5.0,2.0,3.0,0.0,4.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0
318,1,makeUniqueParagraphForGlobalWithLength_34105249,7,5.0,7.0,0.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,1,setGenJarDir_31789275,7,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,1,testInvoke_39233866,7,5.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
318,1,testNegativeParseCases_31696447,7,5.0,7.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
318,1,testValidateSeparationCount_26285656,7,5.0,4.0,5.0,0.0,6.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
318,1,toString_39120328,7,5.0,3.0,0.0,5.0,0.0,0.0,7.0,0.0,0.0,5.0,21.0,22.0,0.0,0.0,4.0,0.0,0.0,0.0
318,1,updateGain_26215341,7,5.0,5.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,0,BFSdist_44521080,11,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
319,0,addPKColumn_51577053,11,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,0,clearFieldersFromField_45147874,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,0,getBackCommand2_29601536,11,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
319,0,isInvalidEmailLink_49250848,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,0,swapItems_36634895,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,0,updateSchema_4627680,11,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
319,1,actionPerformed_12725774,11,1.0,0.0,0.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
319,1,appendDeclarations_36405409,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,1,createCacheFile_50995324,11,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
319,1,evaluate_45130358,11,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,1,getTargetServiceName_29318894,11,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
319,1,goToRegistration_47570692,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
319,1,testNegativeParseCases_31696447,11,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,1,visitRetStmt_13482891,11,1.0,0.0,2.0,4.0,0.0,0.0,2.0,4.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
