Method Name,Original Column,Mapped Category
clearFieldersFromField,j.2,loop
clearFieldersFromField,for.2,loop
clearFieldersFromField,int.2,loop
clearFieldersFromField,a.0,loop
clearFieldersFromField,=.2,loop
clearFieldersFromField,0.2,loop
clearFieldersFromField,a.1,conditional statement
clearFieldersFromField,<.2,conditional statement
clearFieldersFromField,boardZDimension.0,conditional statement
clearFieldersFromField,a.2,loop
clearFieldersFromField,cricketFieldPositions.0,loop
clearFieldersFromField,i.3,loop
clearFieldersFromField,j.3,loop
clearFieldersFromField,a.3,loop
clearFieldersFromField,=.3,loop
clearFieldersFromField,0.3,loop
messageSent,public.0,function declaration
messageSent,void.0,function declaration
messageSent,messageSent.0,function declaration
messageSent,MessageEvent.0,parameter
messageSent,e.0,parameter
messageSent,String.0,variable declaration
messageSent,str.0,variable declaration
messageSent,=.0,variable declaration
messageSent,e.1,variable declaration
messageSent,getMessage.0,variable declaration
messageSent,if.0,conditional statement
messageSent,str.1,conditional statement
messageSent,endsWith.0,conditional statement
messageSent,DIR_ADDED.0,conditional statement
messageSent,str.2,conditional block
messageSent,=.1,conditional block
messageSent,str.3,conditional block
messageSent,substring.0,conditional block
messageSent,DIRECTORY.0,conditional block
messageSent,length.0,conditional block
messageSent,str.4,conditional block
messageSent,indexOf.0,conditional block
messageSent,DIR_ADDED.1,conditional block
messageSent,)).0,)).0
messageSent,trim.0,conditional block
messageSent,createCvsFiles.0,conditional block
messageSent,str.5,conditional block
messageSent,super.0,externally defined variable or function
messageSent,messageSent.1,externally defined variable or function
messageSent,e.2,argument
updateGain,private.0,function declaration
updateGain,void.0,function declaration
updateGain,updateGain.0,function declaration
updateGain,int.0,variable declaration
updateGain,pos.0,variable declaration
updateGain,=.0,variable declaration
updateGain,getValue.0,variable declaration
updateGain,int.1,variable declaration
updateGain,value.0,variable declaration
updateGain,=.1,variable declaration
updateGain,int.2,variable declaration
updateGain,127.0,variable declaration
updateGain,*.0,variable declaration
updateGain,double.0,variable declaration
updateGain,pos.1,variable declaration
updateGain,/.0,variable declaration
updateGain,100.0,variable declaration
updateGain,MidiChannel.0,variable declaration
updateGain,cs.0,variable declaration
updateGain,=.2,variable declaration
updateGain,synthesizer.0,variable declaration
updateGain,getChannels.0,variable declaration
updateGain,for.0,loop
updateGain,int.3,loop
updateGain,I.0,loop
updateGain,=.3,loop
updateGain,0.0,loop
updateGain,I.1,conditional statement
updateGain,<.0,conditional statement
updateGain,cs.1,conditional statement
updateGain,length.0,conditional statement
updateGain,i.0,loop
updateGain,cs.2,loop
updateGain,i.1,loop
updateGain,controlChange.0,loop
updateGain,7.0,loop
updateGain,value.1,loop
updateSchema,public.0,function declaration
updateSchema,void.0,function declaration
updateSchema,updateSchema.0,function declaration
updateSchema,String.0,parameter
updateSchema,kind.0,parameter
updateSchema,SchemaTO.0,parameter
updateSchema,schemaTO.0,parameter
updateSchema,try.0,exception handling
updateSchema,restTemplate.0,externally defined variable or function
updateSchema,postForObject.0,externally defined variable or function
updateSchema,baseURL.0,argument
updateSchema,+.0,argument
updateSchema,"""""""schema/"""".0""","""""""schema/"""".0"""
updateSchema,+.1,argument
updateSchema,kind.1,argument
updateSchema,+.2,argument
updateSchema,"""""""/update"""".0""","""""""/update"""".0"""
updateSchema,schemaTO.1,argument
updateSchema,SchemaTO.1,argument
updateSchema,class.0,argument
updateSchema,catch.0,exception handling
updateSchema,SyncopeClientCompositeErrorException.0,parameter
updateSchema,e.0,parameter
updateSchema,LOG.0,external class
updateSchema,error.0,function call
updateSchema,"""""""While updating a user schema"""".100""","""""""While updating a user schema"""".100"""
updateSchema,e.1,argument
actionPerformed,public.0,function declaration
actionPerformed,void.0,function declaration
actionPerformed,actionPerformed.0,function declaration
actionPerformed,ActionEvent.0,parameter
actionPerformed,e.0,parameter
actionPerformed,int.0,variable declaration
actionPerformed,selectedRows.0,variable declaration
actionPerformed,=.0,variable declaration
actionPerformed,features.0,variable declaration
actionPerformed,getSelectedRows.0,variable declaration
actionPerformed,if.0,conditional statement
actionPerformed,selectedRows.1,conditional statement
actionPerformed,length.0,conditional statement
actionPerformed,>.0,conditional statement
actionPerformed,0.0,conditional statement
actionPerformed,boolean.0,conditional block
actionPerformed,valueToBeSet.0,conditional block
actionPerformed,=.1,conditional block
actionPerformed,Boolean.0,conditional block
actionPerformed,features.1,conditional block
actionPerformed,getValueAt.0,conditional block
actionPerformed,selectedRows.2,conditional block
actionPerformed,0.1,conditional block
actionPerformed,].0,].0
actionPerformed,0.2,conditional block
actionPerformed,)).0,)).0
actionPerformed,booleanValue.0,conditional block
actionPerformed,for.0,loop
actionPerformed,int.1,loop
actionPerformed,i.0,loop
actionPerformed,=.2,loop
actionPerformed,0.3,loop
actionPerformed,i.1,conditional statement
actionPerformed,<.0,conditional statement
actionPerformed,selectedRows.3,conditional statement
actionPerformed,length.1,conditional statement
actionPerformed,i.2,loop
actionPerformed,features.2,loop
actionPerformed,setValueAt.0,loop
actionPerformed,new.0,loop
actionPerformed,Boolean.1,loop
actionPerformed,valueToBeSet.1,loop
actionPerformed,selectedRows.4,loop
actionPerformed,i.3,loop
actionPerformed,].1,].1
actionPerformed,0.4,loop
addPKColumn,public.0,function declaration
addPKColumn,void.0,function declaration
addPKColumn,addPKColumn.0,function declaration
addPKColumn,String.0,parameter
addPKColumn,aPKColName.0,parameter
addPKColumn,throws.0,exception handling
addPKColumn,IllegalArgumentException.0,exception handling
addPKColumn,Column.0,variable declaration
addPKColumn,col.0,variable declaration
addPKColumn,=.0,variable declaration
addPKColumn,Column.1,variable declaration
addPKColumn,colMap.0,variable declaration
addPKColumn,get.0,variable declaration
addPKColumn,aPKColName.1,variable declaration
addPKColumn,if.0,conditional statement
addPKColumn,col.1,conditional statement
addPKColumn,==.0,conditional statement
addPKColumn,nan.0,conditional statement
addPKColumn,throw.0,exception handling
addPKColumn,new.0,exception handling
addPKColumn,IllegalArgumentException.1,exception handling
addPKColumn,"""""""The column |"""".100""","""""""The column |"""".100"""
addPKColumn,+.0,exception handling
addPKColumn,aPKColName.2,exception handling
addPKColumn,+.1,exception handling
addPKColumn,"""""""| does not belong to the table |"""".101""","""""""| does not belong to the table |"""".101"""
addPKColumn,+.2,exception handling
addPKColumn,name.0,exception handling
addPKColumn,+.3,exception handling
addPKColumn,"""""""|"""".0""","""""""|"""".0"""
addPKColumn,pkColumns.0,externally defined variable or function
addPKColumn,add.0,function call
addPKColumn,col.2,argument
testSetWelcomeMsg,public.0,function declaration
testSetWelcomeMsg,void.0,function declaration
testSetWelcomeMsg,testSetWelcomeMsg.0,function declaration
testSetWelcomeMsg,System.0,external class
testSetWelcomeMsg,out.0,function call
testSetWelcomeMsg,println.0,function call
testSetWelcomeMsg,"""""""setWelcomeMsg"""".0""","""""""setWelcomeMsg"""".0"""
testSetWelcomeMsg,String.0,variable declaration
testSetWelcomeMsg,welcomeMsg.0,variable declaration
testSetWelcomeMsg,=.0,variable declaration
testSetWelcomeMsg,""""""""""".0""",""""""""""".0"""
testSetWelcomeMsg,SystemClient_DBImpl.0,variable declaration
testSetWelcomeMsg,instance.0,variable declaration
testSetWelcomeMsg,=.1,variable declaration
testSetWelcomeMsg,new.0,variable declaration
testSetWelcomeMsg,SystemClient_DBImpl.1,variable declaration
testSetWelcomeMsg,instance.1,variable
testSetWelcomeMsg,setWelcomeMsg.0,function call
testSetWelcomeMsg,welcomeMsg.1,argument
testSetWelcomeMsg,// TODO review the generated test code and remove the default call to fail..200,comment
testSetWelcomeMsg,fail.0,function call
testSetWelcomeMsg,"""""""The test case is a prototype. """".100""","""""""The test case is a prototype. """".100"""
print,public.0,function declaration
print,String.0,function declaration
print,print.0,function declaration
print,String.1,parameter
print,tab.0,parameter
print,if.0,conditional statement
print,content.0,conditional statement
print,instanceof.0,conditional statement
print,RegExp.0,conditional statement
print,return.0,return
print,tab.1,return
print,+.0,return
print,"""""""type = """".100""","""""""type = """".100"""
print,+.1,return
print,type.0,return
print,+.2,return
print,Out.0,return
print,NL.0,return
print,+.3,return
print,tab.2,return
print,+.4,return
print,"""""""content :"""".101""","""""""content :"""".101"""
print,+.5,return
print,Out.1,return
print,NL.1,return
print,+.6,return
print,RegExp.1,return
print,content.1,return
print,print.1,return
print,tab.3,return
print,+.7,return
print,"""""""  """".0""","""""""  """".0"""
print,else.0,conditional statement
print,return.1,return
print,tab.4,return
print,+.8,return
print,"""""""type = """".102""","""""""type = """".102"""
print,+.9,return
print,type.1,return
print,+.10,return
print,Out.2,return
print,NL.2,return
print,+.11,return
print,tab.5,return
print,+.12,return
print,"""""""content :"""".103""","""""""content :"""".103"""
print,+.13,return
print,Out.3,return
print,NL.3,return
print,+.14,return
print,tab.6,return
print,+.15,return
print,"""""""  """".1""","""""""  """".1"""
print,+.16,return
print,content.2,return
actionPerformed,public.0,function declaration
actionPerformed,void.0,function declaration
actionPerformed,actionPerformed.0,function declaration
actionPerformed,ActionEvent.0,parameter
actionPerformed,e.0,parameter
actionPerformed,int.0,variable declaration
actionPerformed,selectedRows.0,variable declaration
actionPerformed,=.0,variable declaration
actionPerformed,features.0,variable declaration
actionPerformed,getSelectedRows.0,variable declaration
actionPerformed,if.0,conditional statement
actionPerformed,selectedRows.1,conditional statement
actionPerformed,length.0,conditional statement
actionPerformed,>.0,conditional statement
actionPerformed,0.0,conditional statement
actionPerformed,boolean.0,conditional block
actionPerformed,valueToBeSet.0,conditional block
actionPerformed,=.1,conditional block
actionPerformed,Boolean.0,conditional block
actionPerformed,features.1,conditional block
actionPerformed,getValueAt.0,conditional block
actionPerformed,selectedRows.2,conditional block
actionPerformed,0.1,conditional block
actionPerformed,].0,].0
actionPerformed,0.2,conditional block
actionPerformed,)).0,)).0
actionPerformed,booleanValue.0,conditional block
actionPerformed,for.0,loop
actionPerformed,int.1,loop
actionPerformed,i.0,loop
actionPerformed,=.2,loop
actionPerformed,0.3,loop
actionPerformed,i.1,conditional statement
actionPerformed,<.0,conditional statement
actionPerformed,selectedRows.3,conditional statement
actionPerformed,length.1,conditional statement
actionPerformed,i.2,loop
actionPerformed,features.2,loop
actionPerformed,setValueAt.0,loop
actionPerformed,new.0,loop
actionPerformed,Boolean.1,loop
actionPerformed,valueToBeSet.1,loop
actionPerformed,selectedRows.4,loop
actionPerformed,i.3,loop
actionPerformed,].1,].1
actionPerformed,0.4,loop
getClassNameForLookAndFeel,public.0,function declaration
getClassNameForLookAndFeel,String.0,function declaration
getClassNameForLookAndFeel,getClassNameForLookAndFeel.0,function declaration
getClassNameForLookAndFeel,String.1,parameter
getClassNameForLookAndFeel,name.0,parameter
getClassNameForLookAndFeel,if.0,conditional statement
getClassNameForLookAndFeel,lfNameToLookAndFeel.0,conditional statement
getClassNameForLookAndFeel,containsKey.0,conditional statement
getClassNameForLookAndFeel,name.1,conditional statement
getClassNameForLookAndFeel,UIManager.0,conditional block
getClassNameForLookAndFeel,LookAndFeelInfo.0,conditional block
getClassNameForLookAndFeel,lookAndFeelInfo.0,conditional block
getClassNameForLookAndFeel,=.0,conditional block
getClassNameForLookAndFeel,UIManager.1,conditional block
getClassNameForLookAndFeel,LookAndFeelInfo.1,conditional block
getClassNameForLookAndFeel,lfNameToLookAndFeel.1,conditional block
getClassNameForLookAndFeel,get.0,conditional block
getClassNameForLookAndFeel,name.2,conditional block
getClassNameForLookAndFeel,return.0,return
getClassNameForLookAndFeel,lookAndFeelInfo.1,return
getClassNameForLookAndFeel,getClassName.0,return
getClassNameForLookAndFeel,else.0,conditional statement
getClassNameForLookAndFeel,return.1,return
getClassNameForLookAndFeel,nan.0,return
BFSdist,public.0,function declaration
BFSdist,void.0,function declaration
BFSdist,BFSdist.0,function declaration
BFSdist,Node.0,parameter
BFSdist,n.0,parameter
BFSdist,Vector.0,parameter
BFSdist,ToDo.0,parameter
BFSdist,int.0,parameter
BFSdist,indirConn.0,parameter
BFSdist,Node.1,variable declaration
BFSdist,n2.0,variable declaration
BFSdist,=.0,variable declaration
BFSdist,nan.0,variable declaration
BFSdist,for.0,loop
BFSdist,Enumeration.0,loop
BFSdist,es.0,loop
BFSdist,=.1,loop
BFSdist,n.1,loop
BFSdist,adjEdges.0,loop
BFSdist,elements.0,loop
BFSdist,es.1,conditional statement
BFSdist,hasMoreElements.0,conditional statement
BFSdist,n2.1,loop
BFSdist,=.2,loop
BFSdist,n.2,loop
BFSdist,adjNode.0,loop
BFSdist,Edge.0,loop
BFSdist,es.2,loop
BFSdist,nextElement.0,loop
BFSdist,if.0,conditional statement
BFSdist,n2.2,conditional statement
BFSdist,dist.0,conditional statement
BFSdist,<.0,conditional statement
BFSdist,0.0,conditional statement
BFSdist,n2.3,loop
BFSdist,dist.1,loop
BFSdist,=.3,loop
BFSdist,n.3,loop
BFSdist,dist.2,loop
BFSdist,+.0,loop
BFSdist,1.0,loop
BFSdist,indirConn.1,loop
BFSdist,n2.4,loop
BFSdist,dist.3,loop
BFSdist,++.0,loop
BFSdist,// important add adds to the end of the list.200,comment
BFSdist,ToDo.1,loop
BFSdist,add.0,loop
BFSdist,n2.5,loop
BFSdist,if.1,conditional statement
BFSdist,ToDo.2,conditional statement
BFSdist,isEmpty.0,conditional statement
BFSdist,n2.6,conditional block
BFSdist,=.4,conditional block
BFSdist,Node.2,conditional block
BFSdist,ToDo.3,conditional block
BFSdist,remove.0,conditional block
BFSdist,0.1,conditional block
BFSdist,BFSdist.1,conditional block
BFSdist,n2.7,conditional block
BFSdist,ToDo.4,conditional block
BFSdist,indirConn.2,conditional block
equals,public.0,function declaration
equals,boolean.0,function declaration
equals,equals.0,function declaration
equals,Object.0,parameter
equals,obj.0,parameter
equals,if.0,conditional statement
equals,obj.1,conditional statement
equals,==.0,conditional statement
equals,nan.0,conditional statement
equals,||.0,conditional statement
equals,obj.2,conditional statement
equals,getClass.0,conditional statement
equals,!=.0,conditional statement
equals,getClass.1,conditional statement
equals,return.0,return
equals,FALSE.0,return
equals,CSSConditionalSelectorImpl.0,variable declaration
equals,s.0,variable declaration
equals,=.0,variable declaration
equals,CSSConditionalSelectorImpl.1,variable declaration
equals,obj.3,variable declaration
equals,return.1,return
equals,s.1,return
equals,simpleSelector.0,return
equals,equals.1,return
equals,simpleSelector.1,return
equals,&&.0,return
equals,s.2,return
equals,condition.0,return
equals,equals.2,return
equals,condition.1,return
updateGain,private.0,function declaration
updateGain,void.0,function declaration
updateGain,updateGain.0,function declaration
updateGain,int.0,variable declaration
updateGain,pos.0,variable declaration
updateGain,=.0,variable declaration
updateGain,getValue.0,variable declaration
updateGain,int.1,variable declaration
updateGain,value.0,variable declaration
updateGain,=.1,variable declaration
updateGain,int.2,variable declaration
updateGain,127.0,variable declaration
updateGain,*.0,variable declaration
updateGain,double.0,variable declaration
updateGain,pos.1,variable declaration
updateGain,/.0,variable declaration
updateGain,100.0,variable declaration
updateGain,MidiChannel.0,variable declaration
updateGain,cs.0,variable declaration
updateGain,=.2,variable declaration
updateGain,synthesizer.0,variable declaration
updateGain,getChannels.0,variable declaration
updateGain,for.0,loop
updateGain,int.3,loop
updateGain,I.0,loop
updateGain,=.3,loop
updateGain,0.0,loop
updateGain,I.1,conditional statement
updateGain,<.0,conditional statement
updateGain,cs.1,conditional statement
updateGain,length.0,conditional statement
updateGain,i.0,loop
updateGain,cs.2,loop
updateGain,i.1,loop
updateGain,controlChange.0,loop
updateGain,7.0,loop
updateGain,value.1,loop
messageSent,public.0,function declaration
messageSent,void.0,function declaration
messageSent,messageSent.0,function declaration
messageSent,MessageEvent.0,parameter
messageSent,e.0,parameter
messageSent,String.0,variable declaration
messageSent,str.0,variable declaration
messageSent,=.0,variable declaration
messageSent,e.1,variable declaration
messageSent,getMessage.0,variable declaration
messageSent,if.0,conditional statement
messageSent,str.1,conditional statement
messageSent,endsWith.0,conditional statement
messageSent,DIR_ADDED.0,conditional statement
messageSent,str.2,conditional block
messageSent,=.1,conditional block
messageSent,str.3,conditional block
messageSent,substring.0,conditional block
messageSent,DIRECTORY.0,conditional block
messageSent,length.0,conditional block
messageSent,str.4,conditional block
messageSent,indexOf.0,conditional block
messageSent,DIR_ADDED.1,conditional block
messageSent,)).0,)).0
messageSent,trim.0,conditional block
messageSent,createCvsFiles.0,conditional block
messageSent,str.5,conditional block
messageSent,super.0,externally defined variable or function
messageSent,messageSent.1,externally defined variable or function
messageSent,e.2,argument
getJSplitPane,private.0,function declaration
getJSplitPane,JSplitPane.0,function declaration
getJSplitPane,getJSplitPane.0,function declaration
getJSplitPane,if.0,conditional statement
getJSplitPane,jSplitPane.0,conditional statement
getJSplitPane,==.0,conditional statement
getJSplitPane,nan.0,conditional statement
getJSplitPane,jSplitPane.1,conditional block
getJSplitPane,=.0,conditional block
getJSplitPane,new.0,conditional block
getJSplitPane,JSplitPane.1,conditional block
getJSplitPane,DevicesTreePanel.0,conditional block
getJSplitPane,p.0,conditional block
getJSplitPane,=.1,conditional block
getJSplitPane,new.1,conditional block
getJSplitPane,DevicesTreePanel.1,conditional block
getJSplitPane,p.1,conditional block
getJSplitPane,addSelectionChangeListener.0,conditional block
getJSplitPane,this.0,conditional block
getJSplitPane,jSplitPane.2,conditional block
getJSplitPane,setLeftComponent.0,conditional block
getJSplitPane,p.2,conditional block
getJSplitPane,jSplitPane.3,conditional block
getJSplitPane,setRightComponent.0,conditional block
getJSplitPane,getJTabbedPane.0,conditional block
getJSplitPane,jSplitPane.4,conditional block
getJSplitPane,setDividerSize.0,conditional block
getJSplitPane,5.0,conditional block
getJSplitPane,jSplitPane.5,conditional block
getJSplitPane,setDividerLocation.0,conditional block
getJSplitPane,200.0,conditional block
getJSplitPane,return.0,return
getJSplitPane,jSplitPane.6,return
getBackCommand2,public.0,function declaration
getBackCommand2,Command.0,function declaration
getBackCommand2,getBackCommand2.0,function declaration
getBackCommand2,if.0,conditional statement
getBackCommand2,backCommand2.0,conditional statement
getBackCommand2,==.0,conditional statement
getBackCommand2,nan.0,conditional statement
getBackCommand2,//GEN_END: | 233-getter | 0 | 233-preInit.200,comment
getBackCommand2,// write pre-init user code here.201,comment
getBackCommand2,backCommand2.1,conditional block
getBackCommand2,=.0,conditional block
getBackCommand2,new.0,conditional block
getBackCommand2,Command.1,conditional block
getBackCommand2,"""""""OK"""".0""","""""""OK"""".0"""
getBackCommand2,Command.2,conditional block
getBackCommand2,BACK.0,conditional block
getBackCommand2,0.0,conditional block
getBackCommand2,//GEN-LINE:| | 233-getter | 1 | 233-postInit.202,comment
getBackCommand2,// write post-init user code here.203,comment
getBackCommand2,//GEN-BEGIN:| | 233-getter | 2 |.204,comment
getBackCommand2,return.0,return
getBackCommand2,backCommand2.2,return
testInvoke,public.0,function declaration
testInvoke,void.0,function declaration
testInvoke,testInvoke.0,function declaration
testInvoke,throws.0,exception handling
testInvoke,Exception.0,exception handling
testInvoke,transport.0,externally defined variable or function
testInvoke,setRemoteService.0,function call
testInvoke,"""""""TravelProcess"""".0""","""""""TravelProcess"""".0"""
testInvoke,call.0,externally defined variable or function
testInvoke,setOperation.0,function call
testInvoke,"""""""initiate"""".0""","""""""initiate"""".0"""
testInvoke,call.1,externally defined variable or function
testInvoke,addParameter.0,function call
testInvoke,"""""""x"""".0""","""""""x"""".0"""
testInvoke,XMLType.0,argument
testInvoke,XSD_STRING.0,argument
testInvoke,ParameterMode.0,argument
testInvoke,IN.0,argument
testInvoke,call.2,externally defined variable or function
testInvoke,setReturnType.0,function call
testInvoke,XMLType.1,argument
testInvoke,XSD_STRING.1,argument
testInvoke,String.0,variable declaration
testInvoke,result.0,variable declaration
testInvoke,=.0,variable declaration
testInvoke,String.1,variable declaration
testInvoke,call.3,variable declaration
testInvoke,invoke.0,variable declaration
testInvoke,new.0,variable declaration
testInvoke,Object.0,variable declaration
testInvoke,"""""""anything"""".0""","""""""anything"""".0"""
testInvoke,assertEquals.0,function call
testInvoke,DUMMY_RESULT.0,argument
testInvoke,result.1,argument
removeService,public.0,function declaration
removeService,void.0,function declaration
removeService,removeService.0,function declaration
removeService,String.0,parameter
removeService,type.0,parameter
removeService,CService.0,variable declaration
removeService,service.0,variable declaration
removeService,=.0,variable declaration
removeService,CService.1,variable declaration
removeService,services.0,variable declaration
removeService,get.0,variable declaration
removeService,type.1,variable declaration
removeService,if.0,conditional statement
removeService,service.1,conditional statement
removeService,!=.0,conditional statement
removeService,nan.0,conditional statement
removeService,service.2,conditional block
removeService,unsetContext.0,conditional block
removeService,services.1,conditional block
removeService,remove.0,conditional block
removeService,type.2,conditional block
removeService,fireServiceChanged.0,conditional block
removeService,new.0,conditional block
removeService,CServiceEvent.0,conditional block
removeService,this.0,conditional block
removeService,service.3,conditional block
removeService,CServiceEvent.1,conditional block
removeService,REMOVED.0,conditional block
toString,public.0,function declaration
toString,String.0,function declaration
toString,toString.0,function declaration
toString,StringBuffer.0,variable declaration
toString,sb.0,variable declaration
toString,=.0,variable declaration
toString,new.0,variable declaration
toString,StringBuffer.1,variable declaration
toString,sb.1,variable
toString,append.0,function call
toString,"""""""java.util.regex.Matcher"""".0""","""""""java.util.regex.Matcher"""".0"""
toString,sb.2,variable
toString,append.1,function call
toString,"""""""[pattern="""".0""","""""""[pattern="""".0"""
toString,+.0,argument
toString,pattern.0,argument
toString,sb.3,variable
toString,append.2,function call
toString,""""""" region="""".100""",""""""" region="""".100"""
toString,sb.4,variable
toString,append.3,function call
toString,regionStart.0,argument
toString,+.1,argument
toString,"""""""",""""""""
toString,""""".0""",""""".0"""
toString,+.2,argument
toString,regionEnd.0,argument
toString,sb.5,variable
toString,append.4,function call
toString,""""""" lastmatch="""".101""",""""""" lastmatch="""".101"""
toString,if.0,conditional statement
toString,first.0,conditional statement
toString,>=.0,conditional statement
toString,0.0,conditional statement
toString,&&.0,conditional statement
toString,group.0,conditional statement
toString,!=.0,conditional statement
toString,nan.0,conditional statement
toString,sb.6,conditional block
toString,append.5,conditional block
toString,group.1,conditional block
toString,sb.7,variable
toString,append.6,function call
toString,"""""""]"""".0""","""""""]"""".0"""
toString,return.0,return
toString,sb.8,return
toString,toString.1,return
exportXVRL,public.0,function declaration
exportXVRL,void.0,function declaration
exportXVRL,exportXVRL.0,function declaration
exportXVRL,XMLStreamWriter.0,parameter
exportXVRL,xvrLDoc.0,parameter
exportXVRL,throws.0,exception handling
exportXVRL,Exception.0,exception handling
exportXVRL,JAXBContext.0,variable declaration
exportXVRL,context.0,variable declaration
exportXVRL,=.0,variable declaration
exportXVRL,JAXBContext.1,variable declaration
exportXVRL,newInstance.0,variable declaration
exportXVRL,ValidationReport.0,variable declaration
exportXVRL,class.0,variable declaration
exportXVRL,Marshaller.0,variable declaration
exportXVRL,m.0,variable declaration
exportXVRL,=.1,variable declaration
exportXVRL,context.1,variable declaration
exportXVRL,createMarshaller.0,variable declaration
exportXVRL,m.1,variable
exportXVRL,setProperty.0,function call
exportXVRL,Marshaller.1,argument
exportXVRL,JAXB_FORMATTED_OUTPUT.0,argument
exportXVRL,TRUE.0,argument
exportXVRL,ValidationReport.1,variable declaration
exportXVRL,vReport.0,variable declaration
exportXVRL,=.2,variable declaration
exportXVRL,exportVReport.0,variable declaration
exportXVRL,if.0,conditional statement
exportXVRL,vReport.1,conditional statement
exportXVRL,!=.0,conditional statement
exportXVRL,nan.0,conditional statement
exportXVRL,m.2,conditional block
exportXVRL,marshal.0,conditional block
exportXVRL,vReport.2,conditional block
exportXVRL,xvrLDoc.1,conditional block
equals,public.0,function declaration
equals,boolean.0,function declaration
equals,equals.0,function declaration
equals,Object.0,parameter
equals,obj.0,parameter
equals,if.0,conditional statement
equals,obj.1,conditional statement
equals,==.0,conditional statement
equals,nan.0,conditional statement
equals,||.0,conditional statement
equals,obj.2,conditional statement
equals,getClass.0,conditional statement
equals,!=.0,conditional statement
equals,getClass.1,conditional statement
equals,return.0,return
equals,FALSE.0,return
equals,CSSConditionalSelectorImpl.0,variable declaration
equals,s.0,variable declaration
equals,=.0,variable declaration
equals,CSSConditionalSelectorImpl.1,variable declaration
equals,obj.3,variable declaration
equals,return.1,return
equals,s.1,return
equals,simpleSelector.0,return
equals,equals.1,return
equals,simpleSelector.1,return
equals,&&.0,return
equals,s.2,return
equals,condition.0,return
equals,equals.2,return
equals,condition.1,return
testNegativeParseCases,public.0,function declaration
testNegativeParseCases,void.0,function declaration
testNegativeParseCases,testNegativeParseCases.0,function declaration
testNegativeParseCases,verbose.0,externally defined variable or function
testNegativeParseCases,"""""""--->Negative parse tests START"""".100""","""""""--->Negative parse tests START"""".100"""
testNegativeParseCases,for.0,loop
testNegativeParseCases,int.0,loop
testNegativeParseCases,i.0,loop
testNegativeParseCases,=.0,loop
testNegativeParseCases,0.0,loop
testNegativeParseCases,i.1,conditional statement
testNegativeParseCases,<.0,conditional statement
testNegativeParseCases,negativeParseTests.0,conditional statement
testNegativeParseCases,length.0,conditional statement
testNegativeParseCases,i.2,loop
testNegativeParseCases,parseFilter.0,loop
testNegativeParseCases,negativeParseTests.1,loop
testNegativeParseCases,i.3,loop
testNegativeParseCases,FALSE.0,loop
testNegativeParseCases,// This used to fail until the parser was rewritten with the stack.200,comment
testNegativeParseCases,// stuff so that it can clean up partially parsed expression trees..201,comment
testNegativeParseCases,checkDelete.0,externally defined variable or function
BFSdist,public.0,function declaration
BFSdist,void.0,function declaration
BFSdist,BFSdist.0,function declaration
BFSdist,Node.0,parameter
BFSdist,n.0,parameter
BFSdist,Vector.0,parameter
BFSdist,ToDo.0,parameter
BFSdist,int.0,parameter
BFSdist,indirConn.0,parameter
BFSdist,Node.1,variable declaration
BFSdist,n2.0,variable declaration
BFSdist,=.0,variable declaration
BFSdist,nan.0,variable declaration
BFSdist,for.0,loop
BFSdist,Enumeration.0,loop
BFSdist,es.0,loop
BFSdist,=.1,loop
BFSdist,n.1,loop
BFSdist,adjEdges.0,loop
BFSdist,elements.0,loop
BFSdist,es.1,conditional statement
BFSdist,hasMoreElements.0,conditional statement
BFSdist,n2.1,loop
BFSdist,=.2,loop
BFSdist,n.2,loop
BFSdist,adjNode.0,loop
BFSdist,Edge.0,loop
BFSdist,es.2,loop
BFSdist,nextElement.0,loop
BFSdist,if.0,conditional statement
BFSdist,n2.2,conditional statement
BFSdist,dist.0,conditional statement
BFSdist,<.0,conditional statement
BFSdist,0.0,conditional statement
BFSdist,n2.3,loop
BFSdist,dist.1,loop
BFSdist,=.3,loop
BFSdist,n.3,loop
BFSdist,dist.2,loop
BFSdist,+.0,loop
BFSdist,1.0,loop
BFSdist,indirConn.1,loop
BFSdist,n2.4,loop
BFSdist,dist.3,loop
BFSdist,++.0,loop
BFSdist,// important add adds to the end of the list.200,comment
BFSdist,ToDo.1,loop
BFSdist,add.0,loop
BFSdist,n2.5,loop
BFSdist,if.1,conditional statement
BFSdist,ToDo.2,conditional statement
BFSdist,isEmpty.0,conditional statement
BFSdist,n2.6,conditional block
BFSdist,=.4,conditional block
BFSdist,Node.2,conditional block
BFSdist,ToDo.3,conditional block
BFSdist,remove.0,conditional block
BFSdist,0.1,conditional block
BFSdist,BFSdist.1,conditional block
BFSdist,n2.7,conditional block
BFSdist,ToDo.4,conditional block
BFSdist,indirConn.2,conditional block
testValidateSeparationCount,public.0,function declaration
testValidateSeparationCount,void.0,function declaration
testValidateSeparationCount,testValidateSeparationCount.0,function declaration
testValidateSeparationCount,try.0,exception handling
testValidateSeparationCount,LinearDimension.0,external class
testValidateSeparationCount,validateSeparationCount.0,function call
testValidateSeparationCount,0.0,argument
testValidateSeparationCount,fail.0,function call
testValidateSeparationCount,catch.0,exception handling
testValidateSeparationCount,IllegalArgumentException.0,parameter
testValidateSeparationCount,ex.0,parameter
testValidateSeparationCount,// ok.200,comment
testValidateSeparationCount,try.1,exception handling
testValidateSeparationCount,LinearDimension.1,external class
